Km,activity,X,IR,pot2,ph,temp,dstr,cryst,lgCmin,lgCmax,lgCconst,Cconst,lgCcat,lgvolume,Mcoat,Sufrace,MolWt,PEOE_VSA7,PEOE_VSA9,VSA_EState8,Kappa2,BalabanJ,MinAbsEStateIndex,MinEStateIndex,EState_VSA6,VSA_EState4,PEOE_VSA8,MinPartialCharge,EState_VSA4,SMR_VSA7,Complexity1,TPSA1,TPSA2,TPSA,XLogP,MaxEStateIndex.1,MaxEStateIndex.2,MinPartialCharge.1,MaxPartialCharge.1,BCUT2D_CHGLO,polym,Complexity,Vmax_log
0.81,1,2.75,1.32,-0.2398,7.4,25.0,3,7.0,-3.0,0.397940009,-2.301029996,0.01,1.066946791,4.806179974,14400.0,1.0,504.438,0.0,19.82064589,-2.126505832,12.85728736,1.955293032,0.062261474,-2.041300634,0.0,0.0,0.0,-0.393566515,0.0,0.0,0.0,883.0,40.5,276.52,-7.2,11.3319983,6.0,-0.744035145,0.211204803,-2.424394295,28.5466202,625.0,-3.939302159646388
0.2,1,2.75,1.32,-0.1392,7.4,25.0,3,7.0,-3.0,0.397940009,-2.301029996,0.01,1.066946791,4.806179974,75.07,1.0,75.067,0.0,6.544756406,-0.277777778,1.72154519,2.847378923,0.277777778,-0.967592593,0.0,4.571759259,0.0,-0.48029713,0.0,0.0,0.0,883.0,40.5,63.32,-3.2,11.3319983,6.0,-0.744035145,0.211204803,-1.72611454,1.000039964,42.0,-3.527243550682788
0.19,1,2.75,1.32,-0.0748,7.4,25.0,3,7.0,-3.0,0.397940009,-2.301029996,0.01,1.066946791,4.806179974,10000.0,1.0,146.19,19.38639965,0.0,0.60351096,5.196604357,3.214876897,0.52037037,-0.933313492,0.0,10.41949405,0.0,-0.480086448,12.84164325,0.0,0.0,883.0,40.5,89.34,-3.0,11.3319983,6.0,-0.744035145,0.211204803,-2.030406644,68.40413161,106.0,-3.3467874862246565
0.12,1,2.75,1.32,0.066,7.4,25.0,3,7.0,-3.0,0.397940009,-2.301029996,0.01,1.066946791,4.806179974,10000.0,1.0,43.069,0.0,0.0,2.5,0.206165084,2.25,1.25,1.25,0.0,0.0,13.08951281,-0.314205753,0.0,0.0,0.0,883.0,40.5,21.94,-0.4,11.3319983,6.0,-0.744035145,0.211204803,-1.21429036,232.1855627,10.0,-3.214670164989233
0.03,1,2.2,1.35,0.492,4.0,35.0,3,0.0,-1.602059991,-0.522878745,0.698970004,5.0,-4.415668776,1.632204133,1701.19,1.0,1701.206,121.3273414,55.63451492,-1.707881529,33.36010515,1.086959255,0.294681878,-3.118202658,0.0,-9.889215572,0.0,-0.504143738,0.0,176.9618563,226.0,52.0,40.5,777.98,6.2,5.99273862,6.0,-0.39829863,0.037337328,-2.434963196,0.999990595,3570.0,-4.769551078621726
0.03,1,2.992,1.117,-0.09,4.0,25.0,3,2.0,-1.301029996,-0.301029996,-1.0,0.1,2.181389913,3.587698957,282.5,1.0,326.521,32.10410811,13.21376393,4.25882859,19.21723666,1.43e-06,0.331506779,-0.664233856,0.0,0.0,6.420821623,-0.48123039,26.05540717,12.15204021,226.0,52.0,40.5,49.83,49.8,5.99273862,6.0,-0.39829863,0.037337328,-1.987595201,0.865181719,10.0,-3.9118639112994487
3.26,1,2.992,1.117,-0.09,4.0,25.0,3,2.0,-2.301029996,-1.0,-0.522878745,0.3,2.181389913,3.587698957,282.5,1.0,326.521,32.10410811,13.21376393,4.25882859,19.21723666,1.43e-06,0.331506779,-0.664233856,0.0,0.0,6.420821623,-0.48123039,26.05540717,12.15204021,0.0,40.5,52.0,49.83,49.8,6.0,5.99273862,-0.254557431,-0.254557431,-1.987595201,0.865181719,10.0,-2.3615107430453626
0.0992,1,2.796,1.07,-0.014,3.6,25.0,3,7.0,-1.0,0.0,2.84509804,700.0,-1.823908741,7.193820026,153.18,1.0,153.181,30.66176366,0.0,0.54584845,3.253808597,2.864712197,0.087083333,-0.091878307,6.066367068,6.237682351,0.0,-0.504259893,5.563451492,23.7625527,226.0,52.0,40.5,66.48,-1.0,5.99273862,6.0,-0.39829863,0.037337328,-2.000379653,0.999993472,119.0,-5.806875401645538
0.127,2,2.776,1.127,0.077,4.0,37.0,3,7.0,-1.096910013,0.204119983,-0.698970004,0.2,-1.698970004,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,0.0,-0.39829863,0.037337328,0.0,0.0,0.0,-5.000434511774018
0.198,1,2.28,1.35,0.6,4.0,35.0,3,7.0,-1.0,0.176091259,-1.0,0.1,-1.185036712,2.43874007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-4.168770306132937
0.38,1,2.28,1.35,0.6,4.0,35.0,3,7.0,-1.602059991,-0.301029996,0.176091259,1.5,-2.301029996,2.43874007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-3.617982957425132
0.22,1,2.44,1.397,-0.024,4.0,25.0,3,6.0,0.0,1.0,1.0,10.0,-1.48148606,7.773193821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-3.863279432843593
1.22,1,2.44,1.397,-0.024,4.0,25.0,3,6.0,-3.0,1.477121255,0.0,1.0,-1.48148606,7.773193821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-3.87942606879415
0.97,1,2.44,1.397,-0.024,4.0,25.0,3,6.0,-1.0,0.0,1.0,10.0,-1.48148606,7.773193821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,40.5,0.0,0.0,11.3319983,6.0,-0.744035145,0.211204803,0.0,0.0,0.0,-4.200659450546418
6.74,1,2.44,1.397,-0.024,4.0,25.0,3,6.0,-3.0,1.477121255,0.0,1.0,-1.48148606,7.773193821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-3.7166987712964494
0.17,1,2.44,1.397,-0.024,4.0,25.0,3,6.0,0.0,1.0,1.0,10.0,-1.48148606,7.773193821,121.16,1.0,121.161,0.0,0.0,0.0,2.872924705,3.343417059,0.189814815,-1.00462963,0.0,4.939814815,5.752853607,-0.480063884,0.0,0.0,226.0,52.0,40.5,63.32,-2.5,5.99273862,6.0,-0.39829863,0.037337328,-1.960760993,0.999991747,75.0,-3.85078088734462
1.98,1,2.44,1.397,-0.024,4.0,25.0,3,6.0,-3.0,1.477121255,0.0,1.0,-1.48148606,7.773193821,121.16,1.0,121.161,0.0,0.0,0.0,2.872924705,3.343417059,0.189814815,-1.00462963,0.0,4.939814815,5.752853607,-0.480063884,0.0,0.0,0.0,40.5,52.0,63.32,-2.5,6.0,5.99273862,-0.254557431,-0.254557431,-1.960760993,0.999991747,75.0,-3.8181564120552274
0.15,1,2.44,1.397,-0.024,4.0,25.0,3,6.0,-1.0,0.0,1.0,10.0,-1.48148606,7.773193821,121.16,1.0,121.161,0.0,0.0,0.0,2.872924705,3.343417059,0.189814815,-1.00462963,0.0,4.939814815,5.752853607,-0.480063884,0.0,0.0,0.0,883.0,40.5,63.32,-2.5,11.3319983,6.0,-0.744035145,0.211204803,-1.960760993,0.999991747,75.0,-3.7931741239681513
8.06,1,2.44,1.397,-0.024,4.0,25.0,3,6.0,-3.0,1.477121255,0.0,1.0,-1.48148606,7.773193821,121.16,1.0,121.161,0.0,0.0,0.0,2.872924705,3.343417059,0.189814815,-1.00462963,0.0,4.939814815,5.752853607,-0.480063884,0.0,0.0,0.0,40.5,52.0,63.32,-2.5,6.0,5.99273862,-0.254557431,-0.254557431,-1.960760993,0.999991747,75.0,-3.003488327845821
0.086,1,2.44,1.397,-0.024,4.0,35.0,3,6.0,-1.301029996,0.243038049,0.679588002,24.02,-1.0,7.773193821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-3.87942606879415
0.122,1,2.44,1.397,-0.024,4.0,35.0,3,6.0,-3.0,1.77815125,0.0,1.0,-1.0,7.773193821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-3.866461091629783
0.047,1,2.44,1.397,-0.024,4.0,35.0,3,6.0,-1.301029996,0.243038049,-0.638764005,0.26,-1.0,7.773193821,5000.0,1.0,44.053,0.0,13.21376393,2.0,0.206165084,2.25,1.0,1.0,0.0,0.0,0.0,-0.376667636,13.21376393,0.0,226.0,52.0,40.5,12.53,-0.1,5.99273862,6.0,-0.39829863,0.037337328,-1.241764757,113.4996482,10.0,-3.749579997691106
0.108,1,2.44,1.397,-0.024,4.0,35.0,3,6.0,-3.0,1.77815125,0.0,1.0,-1.0,7.773193821,5000.0,1.0,44.053,0.0,13.21376393,2.0,0.206165084,2.25,1.0,1.0,0.0,0.0,0.0,-0.376667636,13.21376393,0.0,0.0,40.5,52.0,12.53,-0.1,6.0,5.99273862,-0.254557431,-0.254557431,-1.241764757,113.4996482,10.0,-3.9746941347352296
1.64,1,2.209,1.515,-0.1564,3.0,35.0,3,7.0,-0.602059991,0.176091259,2.0,100.0,-1.301029996,12.52827378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-3.00436480540245
0.001,1,2.65,1.433,0.05,4.0,50.0,3,7.0,-0.602059991,0.301029996,0.698970004,5.0,-0.22184875,2.096910013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-5.015922966097169
8.85,1,2.65,1.433,0.05,4.0,50.0,3,7.0,-3.0,0.698970004,1.698970004,50.0,-0.22184875,2.096910013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-4.096367483915762
0.623,1,2.667,1.177,-0.29,4.0,45.0,3,7.0,-0.602059991,0.301029996,0.698970004,5.0,-0.22184875,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-4.709965388637482
0.067,1,2.667,1.177,-0.29,4.0,45.0,3,7.0,-3.0,0.698970004,1.698970004,50.0,-0.22184875,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-5.162411561764489
0.33,1,2.5384,1.0884,0.685,4.0,35.0,3,2.0,-1.0,0.255272505,0.77815125,6.0,0.0,7.632204133,66500.0,1.0,314.578,51.90284463,0.0,19.49796296,7.779665523,3.88e-07,0.208333333,-1.428626543,11.09986462,0.0,19.88931523,-0.535385563,18.86332337,12.77889057,226.0,52.0,40.5,41.9,60.8,5.99273862,6.0,-0.39829863,0.037337328,-2.205050126,211.3943124,120.0,-3.5550188879120554
0.75,1,2.4624,1.0004,0.685,4.0,35.0,3,2.0,-0.602059991,0.77815125,-0.301029996,0.5,0.0,7.632204133,66500.0,1.0,314.578,51.90284463,0.0,19.49796296,7.779665523,3.88e-07,0.208333333,-1.428626543,11.09986462,0.0,19.88931523,-0.535385563,18.86332337,12.77889057,0.0,40.5,52.0,41.9,60.8,6.0,5.99273862,-0.254557431,-0.254557431,-2.205050126,211.3943124,120.0,-3.890084136976207
0.648,1,1.9,0.91,0.52,6.0,30.0,3,7.0,-1.0,0.0,1.698970004,50.0,-1.312513311,0.0,66463.0,0.2,203.434,39.28206812,0.0,15.13634259,3.742918213,4.226502749,0.882716049,-1.428626543,0.0,0.0,6.9237372,-0.535385563,5.897745344,0.0,226.0,52.0,40.5,21.59,21.6,5.99273862,6.0,-0.39829863,0.037337328,-2.205048427,326.7054671,0.0,-4.224753740259764
1.335,1,2.636,0.778,0.068,4.5,25.0,3,3.0,-1.301029996,-0.045757491,-0.27572413,0.53,-1.22184875,6.528273777,55000.0,0.2,111.144,12.62077651,0.0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0.0,12.96557803,-0.319671229,12.96557803,12.77889057,226.0,52.0,40.5,20.31,0.4,5.99273862,6.0,-0.39829863,0.037337328,-2.048432761,494.8535234,0.0,-3.375717904164332
0.379,1,2.636,0.778,0.068,4.5,25.0,3,3.0,-1.301029996,-0.096910013,-0.096910013,0.8,-1.22184875,6.528273777,55000.0,0.2,111.144,12.62077651,0.0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0.0,12.96557803,-0.319671229,12.96557803,12.77889057,0.0,40.5,52.0,20.31,0.4,6.0,5.99273862,-0.254557431,-0.254557431,-2.048432761,494.8535234,0.0,-3.4078232426041333
0.127,1,2.28,1.35,1.2,4.0,35.0,3,7.0,-1.204119983,-0.301029996,0.0,1.0,-0.148945499,1.930358029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-4.698970004336019
1.14,1,2.28,1.35,1.2,4.0,35.0,3,7.0,-0.602059991,1.0,-0.602059991,0.25,-0.913006422,1.930358029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-4.508638306165727
0.738,1,2.923,1.094,-0.071,4.0,25.0,1,3.0,-3.0,-0.096910013,0.35563025,21.612,-0.364781748,5.494850022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-1.7328282715969865
0.232,1,2.923,1.094,-0.071,4.0,25.0,1,3.0,-3.0,0.84509804,0.342991622,20.236,-0.245242711,5.494850022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-1.889410289700751
0.096,1,2.2,1.3,0.85,4.0,55.0,3,6.0,-1.187086643,-0.886056648,-0.602059991,0.25,-1.32330639,0.691346764,192.12,1.0,258.069,0.0,5.969305288,0.0,11.45982806,-2.4e-07,0.0,-2.974537037,0.0,-2.974537037,24.78025382,-0.550041816,0.0,0.0,226.0,52.0,40.5,140.62,141.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.744452065,211.0,-3.385102783966865
3.88,1,2.2,1.3,0.85,4.0,55.0,3,6.0,0.698970004,1.255272505,-0.522878745,0.3,-1.32330639,0.691346764,192.12,1.0,258.069,0.0,5.969305288,0.0,11.45982806,-2.4e-07,0.0,-2.974537037,0.0,-2.974537037,24.78025382,-0.550041816,0.0,0.0,0.0,40.5,52.0,140.62,141.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.744452065,211.0,-3.2479515521805613
0.69,1,2.6654,1.2284,0.279,4.0,35.0,1,7.0,-1.0,0.079181246,-1.22184875,0.06,-0.602059991,5.917337431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-3.7728849174108743
0.087,1,2.518,1.2736,0.279,4.0,35.0,1,7.0,-1.301029996,0.0,-0.080921908,0.83,-0.602059991,5.917337431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-3.492413960236989
0.071,1,2.6654,1.2284,0.45,6.0,30.0,3,7.0,-1.698970004,-1.0,0.301029996,2.0,1.301029996,0.691346764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-4.640164517660112
0.969,1,2.4726,1.3176,0.45,6.0,30.0,3,7.0,-2.0,0.602059991,-1.0,0.1,1.301029996,0.691346764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-4.747146969020107
0.0603,1,2.2,1.3,0.45,4.0,22.0,3,7.0,-2.0,-0.22184875,0.301029996,2.0,-0.777631136,1.840055884,55000.0,1.0,111.144,12.62077651,0.0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0.0,12.96557803,-0.319671229,12.96557803,12.77889057,226.0,52.0,40.5,20.31,0.4,5.99273862,6.0,-0.39829863,0.037337328,-2.048432761,494.8535234,120.0,-3.872895201635192
0.047,1,2.2,0.73,0.83,4.0,22.0,3,7.0,-2.0,-0.22184875,0.301029996,2.0,-0.777631136,2.244564081,55000.0,1.0,111.144,12.62077651,0.0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0.0,12.96557803,-0.319671229,12.96557803,12.77889057,226.0,52.0,40.5,20.31,0.4,5.99273862,6.0,-0.39829863,0.037337328,-2.048432761,494.8535234,120.0,-3.42021640338319
2.02,1,2.28,1.35,1.2,4.0,30.0,3,7.0,-1.744727495,-0.447331784,2.477121255,300.0,-0.827918366,1.519515097,70000.0,1.0,43.069,0.0,0.0,2.5,0.206165084,2.25,1.25,1.25,0.0,0.0,13.08951281,-0.314205753,0.0,0.0,226.0,52.0,40.5,21.94,-0.4,5.99273862,6.0,-0.39829863,0.037337328,-1.21429036,1625.298939,10.0,-2.939302159646388
0.232,1,2.44,1.397,-0.024,4.0,25.0,3,5.6,-0.301029996,0.301029996,1.0,10.0,-2.0,2.096910013,58000.0,1.0,111.144,12.62077651,0.0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0.0,12.96557803,-0.319671229,12.96557803,12.77889057,226.0,52.0,40.5,20.31,0.4,5.99273862,6.0,-0.39829863,0.037337328,-2.048432761,521.8455337,120.0,-4.341035157335565
0.366,1,2.44,1.397,-0.024,4.0,25.0,3,7.0,0.301029996,1.096910013,0.0,1.0,-2.0,2.096910013,58000.0,1.0,111.144,12.62077651,0.0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0.0,12.96557803,-0.319671229,12.96557803,12.77889057,0.0,40.5,52.0,20.31,0.4,6.0,5.99273862,-0.254557431,-0.254557431,-2.048432761,521.8455337,120.0,-4.3223930472795065
0.176,1,2.6194,1.2546,-0.37,4.0,40.0,3,7.0,-1.0,0.0,2.0,100.0,-1.0,2.632114038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-4.0655015487564325
0.048,1,2.807,1.088,-0.293,4.0,50.0,3,4.0,-3.0,-0.096910013,1.301029996,20.0,0.0,5.049218023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-5.431798275933005
2.79,1,2.807,1.088,-0.293,4.0,50.0,3,4.0,0.698970004,2.0,-0.096910013,0.8,0.0,5.049218023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-5.318758762624412
0.083,1,2.52,1.0754,0.039,4.0,50.0,3,6.4,-3.0,-0.096910013,1.301029996,20.0,0.0,5.397940009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-4.560667306169737
4.96,1,2.3772,1.1596,0.039,4.0,50.0,3,6.4,0.698970004,2.0,-0.096910013,0.8,0.0,5.397940009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-4.511449283499556
0.074,1,2.29,1.065,0.371,4.0,50.0,3,7.0,-3.0,-0.096910013,1.301029996,20.0,0.0,5.53529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-4.0
10.29,1,2.29,1.065,0.371,4.0,50.0,3,7.0,0.698970004,2.0,-0.096910013,0.8,0.0,5.53529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-4.105683937315562
0.034,1,2.29,1.065,0.371,4.0,50.0,3,7.0,-3.0,-0.096910013,1.301029996,20.0,0.0,3.903089987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-4.179798540514359
9.27,1,2.29,1.065,0.371,4.0,50.0,3,7.0,0.698970004,2.0,-0.096910013,0.8,0.0,3.903089987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-4.254925208417943
0.091,1,2.29,1.065,0.371,4.0,50.0,3,7.0,-3.0,-0.096910013,1.301029996,20.0,0.0,3.765817515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-4.139063379299906
11.71,1,2.29,1.065,0.371,4.0,50.0,3,7.0,0.698970004,2.0,-0.096910013,0.8,0.0,3.765817515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-4.246416941107094
0.06,1,2.67,1.065,0.17,4.0,45.0,1,2.0,-2.0,-0.522878745,2.0,100.0,-1.602059991,7.033858717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,40.5,0.0,0.0,11.3319983,6.0,-0.744035145,0.211204803,0.0,0.0,0.0,-4.3872161432802645
14.8,1,2.67,1.065,0.17,4.0,45.0,1,2.0,0.0,3.0,-1.0,0.1,-1.602059991,7.033858717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-5.221848749616356
0.6,1,2.617,1.2586,0.257,3.0,35.0,3,5.4,-3.0,-0.301029996,-0.397940009,0.4,-2.0,5.096910013,5000.0,1.0,44.053,0.0,13.21376393,2.0,0.206165084,2.25,1.0,1.0,0.0,0.0,0.0,-0.376667636,13.21376393,0.0,226.0,52.0,40.5,12.53,-0.1,5.99273862,6.0,-0.39829863,0.037337328,-1.241764757,113.4996482,10.0,-3.7471469690201062
0.14,1,2.617,1.2586,0.257,3.0,35.0,3,5.4,-3.0,0.698970004,-0.397940009,0.4,-2.0,5.096910013,5000.0,1.0,44.053,0.0,13.21376393,2.0,0.206165084,2.25,1.0,1.0,0.0,0.0,0.0,-0.376667636,13.21376393,0.0,226.0,52.0,40.5,12.53,-0.1,5.99273862,6.0,-0.39829863,0.037337328,-1.241764757,113.4996482,10.0,-3.9208187539523753
0.02,1,2.2,1.35,0.086,4.5,25.0,3,7.0,-3.0,-0.301029996,1.698970004,50.0,-3.204119983,0.528273777,58000.0,1.0,111.144,12.62077651,0.0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0.0,12.96557803,-0.319671229,12.96557803,12.77889057,226.0,52.0,40.5,20.31,0.4,5.99273862,6.0,-0.39829863,0.037337328,-2.048432761,521.8455337,120.0,-3.96657624451305
0.22,1,2.28,1.35,1.2,4.0,37.0,3,7.0,-2.15490196,0.0,0.903089987,8.0,-0.823908741,0.81552482,440000.0,1.0,1152.384,112.9204435,37.5740477,7.307812377,37.83266664,3.312274144,0.004355277,-1.875705046,27.6949488,23.25038458,0.0,-0.507966645,6.9237372,29.82891977,226.0,52.0,40.5,477.88,-5.1,5.99273862,6.0,-0.39829863,0.037337328,-2.304416,381.8171721,0.0,-3.2533658010624213
0.236,1,3.027,1.093,0.263,4.0,32.4,3,7.0,-1.301029996,-0.22184875,2.301029996,200.0,-3.0,1.806179974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-5.221848749616356
