Km,activity,X,IR,pot2,ph,temp,dstr,cryst,lgCmin,lgCmax,lgCconst,Cconst,lgCcat,lgvolume,Mcoat,Sufrace,MolWt,PEOE_VSA7,PEOE_VSA9,VSA_EState8,Kappa2,BalabanJ,MinAbsEStateIndex,MinEStateIndex,EState_VSA6,VSA_EState4,PEOE_VSA8,MinPartialCharge,EState_VSA4,SMR_VSA7,Complexity1,TPSA1,TPSA2,TPSA,XLogP,MaxEStateIndex.1,MaxEStateIndex.2,MinPartialCharge.1,MaxPartialCharge.1,BCUT2D_CHGLO,polym,Complexity,Vmax_log
0.039,1,2.55,0.7,-0.1382,3.5,35.0,3,5.4,-2.0,-0.920818754,1.698970004,50.0,-3.0,0.966657884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-4.442492798094342
0.035,1,2.54,1.51,1.69,4.0,25.0,3,7.0,-3.0,-0.397940009,2.477121255,300.0,-1.0,2.818557758,1082.3,1.0,2061.98,114.8413539,31.59433243,2.62305801,64.27726903,4.539543187,0.056865504,-5.572337348,30.33183534,12.21848834,57.78739461,-0.496742377,6.9237372,35.89528683,226.0,52.0,40.5,1109.38,-7.1,5.99273862,6.0,-0.39829863,0.037337328,-2.20398143,0.52488385,4830.0,-4.698970004336019
0.023,1,2.54,1.51,1.69,4.0,25.0,3,7.0,-3.0,-0.397940009,2.477121255,300.0,-1.0,1.869747871,1082.3,1.0,2061.98,114.8413539,31.59433243,2.62305801,64.27726903,4.539543187,0.056865504,-5.572337348,30.33183534,12.21848834,57.78739461,-0.496742377,6.9237372,35.89528683,226.0,52.0,40.5,1109.38,-7.1,5.99273862,6.0,-0.39829863,0.037337328,-2.20398143,0.52488385,4830.0,-4.447331783887806
0.055,1,2.54,1.51,1.69,4.0,25.0,3,7.0,-3.0,-0.397940009,2.477121255,300.0,-1.0,1.341474094,1082.3,1.0,2061.98,114.8413539,31.59433243,2.62305801,64.27726903,4.539543187,0.056865504,-5.572337348,30.33183534,12.21848834,57.78739461,-0.496742377,6.9237372,35.89528683,226.0,52.0,40.5,1109.38,-7.1,5.99273862,6.0,-0.39829863,0.037337328,-2.20398143,0.52488385,4830.0,-4.671620396561262
0.052,1,2.28,1.35,1.2,4.0,20.0,3,7.0,-2.301029996,-0.488116639,1.903089987,80.0,-2.0,1.73935079,1082.3,1.0,2061.98,114.8413539,31.59433243,2.62305801,64.27726903,4.539543187,0.056865504,-5.572337348,30.33183534,12.21848834,57.78739461,-0.496742377,6.9237372,35.89528683,226.0,52.0,40.5,1109.38,-7.1,5.99273862,6.0,-0.39829863,0.037337328,-2.20398143,0.52488385,4830.0,-3.785156151952302
0.337,1,2.638,0.973,-0.006,3.6,25.0,3,7.0,-3.0,0.103803721,3.01911629,1045.0,-2.22184875,5.096910013,40000.0,0.2,111.144,12.62077651,0.0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0.0,12.96557803,-0.319671229,12.96557803,12.77889057,226.0,52.0,40.5,20.31,0.4,5.99273862,6.0,-0.39829863,0.037337328,-2.048432761,359.8934715,0.0,-3.665546248849069
14.7,1,2.638,0.973,-0.006,3.6,25.0,3,7.0,1.0,2.113943352,0.103803721,1.27,-2.22184875,5.096910013,40000.0,0.2,111.144,12.62077651,0.0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0.0,12.96557803,-0.319671229,12.96557803,12.77889057,0.0,40.5,52.0,20.31,0.4,6.0,5.99273862,-0.254557431,-0.254557431,-2.048432761,359.8934715,0.0,-3.939302159646388
1.08,1,2.638,0.973,-0.006,3.6,25.0,3,7.0,-3.0,-0.142667504,1.230448921,17.0,-3.698970004,5.096910013,40000.0,0.2,111.144,12.62077651,0.0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0.0,12.96557803,-0.319671229,12.96557803,12.77889057,0.0,883.0,40.5,20.31,0.4,11.3319983,6.0,-0.744035145,0.211204803,-2.048432761,359.8934715,0.0,-3.503070351926785
0.537,1,2.44,1.397,-0.024,4.0,39.0,3,6.0,-0.602059991,0.477121255,1.222716471,16.7,-1.48148606,4.193820026,20000.0,1.0,44.053,0.0,13.21376393,2.0,0.206165084,2.25,1.0,1.0,0.0,0.0,0.0,-0.376667636,13.21376393,0.0,226.0,52.0,40.5,12.53,-0.1,5.99273862,6.0,-0.39829863,0.037337328,-1.241764757,453.9985926,10.0,-3.4111682744057927
2.812,1,2.44,1.397,-0.024,4.0,41.0,3,6.0,0.096910013,1.477121255,0.0,1.0,-1.48148606,4.193820026,20000.0,1.0,44.053,0.0,13.21376393,2.0,0.206165084,2.25,1.0,1.0,0.0,0.0,0.0,-0.376667636,13.21376393,0.0,0.0,40.5,52.0,12.53,-0.1,6.0,5.99273862,-0.254557431,-0.254557431,-1.241764757,453.9985926,10.0,-4.096367483915762
0.1317,1,2.2,1.35,0.0306,3.0,40.0,2,7.0,-3.0,-0.096910013,2.301029996,200.0,-2.698970004,4.607455023,29000.0,0.2,111.144,12.62077651,0.0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0.0,12.96557803,-0.319671229,12.96557803,12.77889057,226.0,52.0,40.5,20.31,0.4,5.99273862,6.0,-0.39829863,0.037337328,-2.048432761,260.9227669,0.0,-1.4094925379914167
0.11,1,2.24,1.285,0.17,7.0,37.0,3,6.0,-3.0,0.301029996,2.522444234,333.0,-2.173925197,3.903089987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-6.42021640338319
0.09,1,2.24,1.285,0.17,7.0,37.0,3,6.0,-3.0,-0.301029996,2.522444234,333.0,-2.173925197,3.903089987,133.1,0.2,133.103,0.0,6.420821623,0.0,3.032306527,3.632432152,0.532407407,-1.294074074,0.0,4.837037037,0.0,-0.481175383,0.0,0.0,226.0,52.0,40.5,100.62,-2.8,5.99273862,6.0,-0.39829863,0.037337328,-1.985359867,0.999977461,133.0,-3.480172006224281
3.0,1,2.44,1.397,-0.024,3.92,28.0,3,4.8,-2.0,0.0,1.0,10.0,-1.081647993,1.303706712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-4.931814138253839
0.427,1,2.55,0.7,-0.031,4.0,40.0,3,4.8,-1.096910013,0.77815125,0.903089987,8.0,-0.301029996,1.594436751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-4.367542707815276
0.244,1,2.55,0.7,0.0537,4.0,40.0,3,5.6,-1.096910013,0.079181246,0.84509804,7.0,-0.301029996,1.594436751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-3.653647025549361
0.433,1,1.944,1.12,0.0038,3.5,50.0,2,6.0,-3.0,0.0,2.0,100.0,-0.41453927,4.724644454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-3.9172146296835497
0.015,1,1.944,1.12,0.1934,3.5,50.0,2,6.0,-3.0,2.0,-0.301029996,0.5,-0.41453927,4.724644454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-4.841637507904751
0.196,1,1.944,1.12,0.557,3.5,50.0,2,6.0,-3.0,0.0,2.0,100.0,-0.41453927,5.209515015,155.15,1.0,155.157,0.0,6.327320075,0.0,3.156503765,2.498760777,0.287037037,-1.00037037,6.196843572,5.996388889,18.31159319,-0.480076978,5.693927995,18.21809164,226.0,52.0,40.5,92.0,-3.2,5.99273862,6.0,-0.39829863,0.037337328,-2.015771767,0.999954884,151.0,-4.016824927962187
0.281,1,1.944,1.12,0.3266,3.5,50.0,2,6.0,-3.0,0.0,2.0,100.0,-0.41453927,5.051152522,89.09,1.0,89.094,6.9237372,0.0,1.418981481,1.76763384,3.257586161,0.731481481,-0.962962963,0.0,4.835648148,0.0,-0.480094234,0.0,0.0,226.0,52.0,40.5,63.32,-3.0,5.99273862,6.0,-0.39829863,0.037337328,-1.897069453,0.999955104,61.0,-3.984221243610959
0.012,1,1.944,1.12,-0.1972,3.5,50.0,2,6.0,-3.0,2.0,-0.301029996,0.5,-0.41453927,5.051152522,89.09,1.0,89.094,6.9237372,0.0,1.418981481,1.76763384,3.257586161,0.731481481,-0.962962963,0.0,4.835648148,0.0,-0.480094234,0.0,0.0,0.0,40.5,52.0,63.32,-3.0,6.0,5.99273862,-0.254557431,-0.254557431,-1.897069453,0.999955104,61.0,-4.844663962534939
0.0095,1,2.502,1.487,1.619,4.5,30.0,3,7.0,-0.096910013,0.579783597,1.301029996,20.0,-1.278380411,4.221153322,364.45,1.0,586.653,24.48111484,27.68777235,3.625283579,25.74673621,-5.94e-07,0.0,-4.631075326,24.26546827,0.755694444,0.0,-1.0,16.3085628,42.15736728,226.0,52.0,40.5,66.43,107.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.621236063,262.0,-3.9913998282380825
0.027,1,2.488,1.478,1.592,4.5,30.0,3,7.0,-0.096910013,0.579783597,1.301029996,20.0,-1.278380411,4.221153322,364.45,1.0,586.653,24.48111484,27.68777235,3.625283579,25.74673621,-5.94e-07,0.0,-4.631075326,24.26546827,0.755694444,0.0,-1.0,16.3085628,42.15736728,226.0,52.0,40.5,66.43,107.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.621236063,262.0,-3.742321425130816
0.183,1,2.49,1.2172,0.0265,4.0,35.0,1,4.4,-1.0,0.0,-0.301029996,0.5,-2.301029996,8.096910013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-4.102372908709558
0.045,1,2.579,1.0774,0.0265,4.0,35.0,1,4.4,-2.0,-1.0,-0.602059991,0.25,-2.301029996,8.096910013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-3.866461091629783
4.82,3,2.771,1.299,-0.2711,9.0,90.0,1,7.0,0.698970004,1.477121255,0.0,1.0,-1.698970004,3.77815125,62.07,0.2,62.068,0.0,13.21376393,-0.25,2.92,1.974744871,0.125,-0.125,0.0,0.0,0.0,-0.393990542,0.0,0.0,0.0,40.5,52.0,40.46,-1.4,6.0,10.33465372,-0.254557431,-0.254557431,-1.699066797,1.000032223,0.0,-2.723538195826756
0.511,3,2.63,1.32,-0.1568,7.0,25.0,3,4.0,-3.0,0.477121255,2.0,100.0,-2.301029996,6.765817515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,10.75694444,-0.254557431,-0.254557431,0.0,0.0,0.0,-0.9130472745575376
6.72,3,3.12,1.128,0.038,9.0,44.0,3,2.0,0.397940009,1.477121255,-0.085193747,2.36,-2.0,1.474085082,5000.0,1.0,44.053,0.0,13.21376393,2.0,0.206165084,2.25,1.0,1.0,0.0,0.0,0.0,-0.376667636,13.21376393,0.0,0.0,40.5,52.0,12.53,-0.1,6.0,0.0,-0.254557431,-0.254557431,-1.241764757,113.4996482,10.0,-1.707743928643524
0.034,1,2.372,1.279,-1.358,4.0,40.0,2,6.0,-1.522878745,0.301029996,0.320411998,8.02,-1.751015991,1.84509804,267.49,0.2,549.969,70.75297264,0.0,5.399846115,39.05486652,0.0,0.331506779,-0.664233856,0.0,5.473640837,6.420821623,-0.48123039,19.38639965,24.30408043,226.0,52.0,40.5,63.32,63.3,5.99273862,6.0,-0.39829863,0.037337328,-1.991144651,0.486372868,0.0,-0.2823294969977378
0.27,1,2.544,1.191,-1.358,4.0,40.0,3,6.0,-1.522878745,0.301029996,0.098970004,2.41,-1.281342787,6.528273777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-0.1040252676409354
1.207,1,2.433,1.48,0.263,4.5,60.0,3,7.0,-1.301029996,-0.124938737,0.397940009,2.5,-2.301029996,2.096910013,5750.0,0.2,102.133,6.9237372,25.92461228,5.041666667,2.284554637,7.29e-08,0.583333333,0.583333333,0.0,0.0,0.0,-0.376667636,19.82064589,0.0,226.0,52.0,40.5,25.06,25.1,5.99273862,6.0,-0.39829863,0.037337328,-1.504874638,56.29913936,0.0,-3.140195454846695
0.936,1,2.433,1.48,0.263,4.5,60.0,3,7.0,-3.0,1.698970004,-0.602059991,0.25,-2.301029996,2.096910013,5750.0,0.2,102.133,6.9237372,25.92461228,5.041666667,2.284554637,7.29e-08,0.583333333,0.583333333,0.0,0.0,0.0,-0.376667636,19.82064589,0.0,0.0,40.5,52.0,25.06,25.1,6.0,5.99273862,-0.254557431,-0.254557431,-1.504874638,56.29913936,0.0,-3.8796564375619753
2.22,1,2.433,1.48,0.263,4.5,60.0,3,7.0,-1.301029996,-0.124938737,0.397940009,2.5,-2.301029996,2.096910013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-3.4888388361518827
0.645,1,2.433,1.48,0.263,4.5,60.0,3,7.0,-3.0,1.698970004,-0.602059991,0.25,-2.301029996,2.096910013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-4.373659632624958
0.1062,1,2.768,1.127,-0.437,4.0,25.0,3,4.0,-1.0,-0.096910013,0.301029996,2.0,-1.096910013,12.52827378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-3.4424927980943423
3.82,1,2.768,1.127,-0.437,4.0,25.0,3,4.0,0.0,0.903089987,-0.698970004,0.2,-1.096910013,12.52827378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-3.224025668870631
0.053,1,2.976,1.155,-0.308,4.0,25.0,2,2.0,-2.0,-1.0,0.397940009,2.5,-1.15490196,7.096910013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-3.767257937279263
4.25,1,2.976,1.155,-0.308,4.0,25.0,2,2.0,0.0,1.397940009,-0.096910013,0.8,-1.15490196,7.096910013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-3.697669071315601
1.456,1,2.64,1.379,-0.4274,3.0,37.0,2,5.2,-1.0,0.079181246,-1.301029996,0.05,-1.853871964,6.397940009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-4.22548303427145
0.409,1,2.24,1.285,0.17,4.5,45.0,3,6.0,-0.698970004,0.301029996,1.301029996,20.0,-1.938089935,2.334453751,66500.0,0.2,203.434,39.28206812,0.0,15.13634259,3.742918213,4.226502749,0.882716049,-1.428626543,0.0,0.0,6.9237372,-0.535385563,5.897745344,0.0,226.0,52.0,40.5,21.59,21.6,5.99273862,6.0,-0.39829863,0.037337328,-2.205048427,326.8873443,0.0,-4.199282921717615
0.406,1,2.24,1.285,0.17,4.5,45.0,3,6.0,-1.0,1.301029996,0.301029996,2.0,-1.961709797,2.334453751,66500.0,0.2,203.434,39.28206812,0.0,15.13634259,3.742918213,4.226502749,0.882716049,-1.428626543,0.0,0.0,6.9237372,-0.535385563,5.897745344,0.0,0.0,40.5,52.0,21.59,21.6,6.0,5.99273862,-0.254557431,-0.254557431,-2.205048427,326.8873443,0.0,-4.260427655549908
0.17,1,2.771,1.299,1.124,4.4,25.0,3,7.0,-1.0,-0.096910013,0.698970004,5.0,0.0,3.0,1135.0,1.0,1134.987,0.0,46.24817375,-7.327317349,26.02905323,1.076405941,1.046759621,-2.207173404,0.0,0.0,0.0,-0.393566318,0.0,0.0,226.0,52.0,40.5,554.05,-15.0,5.99273862,6.0,-0.39829863,0.037337328,-2.495559109,1.000011454,1480.0,-4.55129368009492
1.42,1,2.771,1.299,1.0124,4.4,25.0,3,7.0,0.0,0.903089987,-0.301029996,0.5,0.0,3.0,1135.0,1.0,1134.987,0.0,46.24817375,-7.327317349,26.02905323,1.076405941,1.046759621,-2.207173404,0.0,0.0,0.0,-0.393566318,0.0,0.0,0.0,40.5,52.0,554.05,-15.0,6.0,5.99273862,-0.254557431,-0.254557431,-2.495559109,1.000011454,1480.0,-4.54515513999149
0.25,1,2.771,1.299,-0.0718,4.4,25.0,3,7.0,-1.0,-0.096910013,0.698970004,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-4.732828271596986
5.17,1,2.771,1.299,-0.0976,4.4,25.0,3,7.0,0.0,0.903089987,-0.301029996,0.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-4.747146969020107
0.221,1,2.335,0.966,-0.027,4.0,25.0,3,4.6,-3.0,0.698970004,-0.602059991,0.25,-1.301029996,7.070407322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-3.6595558851598815
0.0192,1,2.335,0.966,-0.027,4.0,25.0,3,4.6,-3.0,0.079181246,0.0,1.0,-1.301029996,7.070407322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-3.617982957425132
0.123,1,2.341,1.004,-0.007,4.0,25.0,3,4.6,-3.0,0.079181246,0.0,1.0,-1.301029996,7.431363764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-3.764471553092451
0.916,1,2.346,1.041,-0.005,4.0,25.0,3,4.6,-3.0,0.698970004,-0.602059991,0.25,-1.301029996,6.903089987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-3.9913998282380825
0.252,1,2.346,1.041,-0.005,4.0,25.0,3,4.6,-3.0,0.079181246,0.0,1.0,-1.301029996,6.903089987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-3.838631997765025
1.08,1,2.33,0.928,-0.012,4.0,25.0,1,5.0,-3.0,0.698970004,-0.602059991,0.25,-1.301029996,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-3.320572103387881
0.0907,1,2.33,0.928,-0.012,4.0,25.0,1,4.6,-3.0,0.079181246,0.0,1.0,-1.301029996,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-3.896196279044043
0.66,1,2.22,1.515,0.201,4.4,50.0,3,6.0,-1.0,-0.301029996,-1.0,0.1,-0.397940009,6.379173575,364.45,0.2,586.76,25.68328649,27.68777235,5.847442893,35.91,-2.85e-07,0.0,-0.909309449,0.0,0.0,5.969305288,-1.0,17.3246741,0.0,226.0,52.0,40.5,40.13,31.17063007,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.621122776,0.0,-5.145086977692144
0.449,1,2.22,1.515,0.201,4.2,50.0,3,6.0,-1.0,-0.301029996,-1.0,0.1,-0.397940009,6.379173575,364.45,0.2,586.76,25.68328649,27.68777235,5.847442893,35.91,-2.85e-07,0.0,-0.909309449,0.0,0.0,5.969305288,-1.0,17.3246741,0.0,0.0,40.5,52.0,40.13,31.17063007,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.621122776,0.0,-5.070070439915412
0.3016,1,2.115,1.29,-0.38,4.0,40.0,3,7.0,-3.0,0.0,1.0,10.0,-2.204119983,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-4.507239610973163
0.308,1,2.115,1.29,-0.38,4.0,40.0,3,7.0,-3.0,0.903089987,-0.088309841,0.82,-2.204119983,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-4.038578905933552
0.73,1,2.821,1.121,0.021,3.5,45.0,2,3.0,-1.0,0.698970004,-0.522878745,0.3,-2.096910013,6.496420368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-4.806875401645539
0.17,1,2.33,0.928,-0.012,4.0,45.0,3,7.0,-3.0,-0.346787486,-0.698970004,0.2,-3.522878745,6.903089987,192.12,0.2,258.069,0.0,5.969305288,0.0,11.45982806,-2.4e-07,0.0,-2.974537037,0.0,-2.974537037,24.78025382,-0.550041816,0.0,0.0,226.0,52.0,40.5,140.62,141.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.744452065,0.0,-4.405607449624573
0.3,1,2.33,0.928,-0.012,4.0,45.0,3,6.8,-3.0,-0.096910013,-0.698970004,0.2,-3.522878745,6.903089987,192.12,0.2,258.069,0.0,5.969305288,0.0,11.45982806,-2.4e-07,0.0,-2.974537037,0.0,-2.974537037,24.78025382,-0.550041816,0.0,0.0,0.0,40.5,52.0,140.62,141.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.744452065,0.0,-4.250263684430939
0.43,1,2.507,1.4,-0.04,3.0,45.0,2,6.0,-2.0,0.301029996,-1.0,0.1,-1.0,4.496376054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-5.698970004336019
13.17,1,2.507,1.4,-0.04,3.0,45.0,2,6.0,1.0,2.0,-0.301029996,0.5,-1.0,4.496376054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-5.0
0.32,1,2.487,1.493,-0.04,3.0,45.0,2,6.0,-2.0,0.301029996,-1.0,0.1,-1.0,4.319730494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,0.0,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.0,0.0,-4.987162775294828
5.63,1,2.487,1.493,-0.04,3.0,45.0,2,6.0,1.0,2.0,-0.301029996,0.5,-1.0,4.319730494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,0.0,6.0,5.99273862,-0.254557431,-0.254557431,0.0,0.0,0.0,-5.221848749616356
0.012,1,2.664,1.135,-0.23,5.0,35.0,3,7.0,-2.0,-1.096910013,2.397940009,250.0,-2.131633989,4.632204133,390.3,1.0,390.354,56.58281356,0.0,0.0,4.802678743,1.822147984,0.407859727,-0.407859727,24.26546827,1.865948602,33.0262544,-0.288141672,32.31734529,70.78474251,226.0,52.0,40.5,92.34,3.3,5.99273862,6.0,-0.39829863,0.037337328,-2.230233662,0.999861664,735.0,-4.97061622231479
0.049,1,2.75,1.32,1.3246,3.8,45.0,3,7.0,-1.698970004,-1.096910013,-0.602059991,0.25,-0.522878745,4.431363764,390.3,1.0,648.423,56.58281356,5.969305288,0.0,13.64973917,3.14e-07,0.0,-2.974537037,24.26546827,-1.108588435,57.80650822,-0.550041816,32.31734529,70.78474251,226.0,52.0,40.5,232.96,97.01848342,5.99273862,6.0,-0.39829863,0.037337328,0.0,0.601921894,735.0,-4.583359492661719
