Km,Vmax,activity,X,IR,pot2,ph,temp,dstr,cryst,lgCmin,lgCmax,Cmin,Cmax,lgCconst,Cconst,lgCcat,Ccat,lgvolume,Mcoat,Sufrace,MolWt,PEOE_VSA7,PEOE_VSA9,VSA_EState8,Kappa2,BalabanJ,MinAbsEStateIndex,MinEStateIndex,EState_VSA6,VSA_EState4,PEOE_VSA8,MinPartialCharge,EState_VSA4,SMR_VSA7,Complexity1,TPSA1,TPSA2,XLogP,MaxEStateIndex.1,MinPartialCharge.1,MaxPartialCharge.1,BCUT2D_CHGLO,Complexity,Vmax_log
0.2,0.000297,1,2.75,1.32,-0.1392,7.4,25.0,3,7.0,-3.0,0.397940009,0.001,2.5,-2.301029996,0.01,1.066946791,11.6666667,4.806179974,75.07,1.0,75.067,0.0,6.544756406,-0.277777778,1.72154519,2.847378923,0.277777778,-0.967592593,0.0,4.571759259,0.0,-0.48029713,0.0,0.0,0.0,883.0,40.5,-3.2,11.3319983,-0.744035145,0.211204803,-1.72611454,42.0,-3.527243550682788
0.19,0.00045,1,2.75,1.32,-0.0748,7.4,25.0,3,7.0,-3.0,0.397940009,0.001,2.5,-2.301029996,0.01,1.066946791,11.6666667,4.806179974,10000.0,1.0,146.19,19.38639965,0.0,0.60351096,5.196604357,3.214876897,0.52037037,-0.933313492,0.0,10.41949405,0.0,-0.480086448,12.84164325,0.0,0.0,883.0,40.5,-3.0,11.3319983,-0.744035145,0.211204803,-2.030406644,106.0,-3.3467874862246565
0.12,0.00061,1,2.75,1.32,0.066,7.4,25.0,3,7.0,-3.0,0.397940009,0.001,2.5,-2.301029996,0.01,1.066946791,11.6666667,4.806179974,10000.0,1.0,43.069,0.0,0.0,2.5,0.206165084,2.25,1.25,1.25,0.0,0.0,13.08951281,-0.314205753,0.0,0.0,0.0,883.0,40.5,-0.4,11.3319983,-0.744035145,0.211204803,-1.21429036,10.0,-3.214670164989233
0.0028,1.42e-05,1,2.75,1.32,-0.0524,4.6,25.0,3,7.0,-3.0,-4.0,0.0,0.0001,0.562292864,3.65,-1.698970004,0.02,1.632204133,153.18,1.0,153.181,30.66176366,0.0,0.54584845,3.253808597,2.864712197,0.087083333,-0.091878307,6.066367068,6.237682351,0.0,-0.504259893,5.563451492,23.7625527,0.0,40.5,52.0,-1.0,6.0,-0.254557431,-0.254557431,-2.000379653,119.0,-4.847711655616943
0.0003,0.0001192,1,2.71,1.083,-0.179,4.6,25.0,3,7.0,-3.0,-4.0,0.0,0.0001,0.562292864,3.65,-1.698970004,0.02,1.294091292,153.18,1.0,153.181,30.66176366,0.0,0.54584845,3.253808597,2.864712197,0.087083333,-0.091878307,6.066367068,6.237682351,0.0,-0.504259893,5.563451492,23.7625527,0.0,40.5,52.0,-1.0,6.0,-0.254557431,-0.254557431,-2.000379653,119.0,-3.923723744595782
0.0003,3.96e-05,1,2.761,1.137,-0.047,4.6,25.0,3,7.0,-3.0,-4.0,0.0,0.0001,0.562292864,3.65,-1.698970004,0.02,1.244920044,153.18,1.0,153.181,30.66176366,0.0,0.54584845,3.253808597,2.864712197,0.087083333,-0.091878307,6.066367068,6.237682351,0.0,-0.504259893,5.563451492,23.7625527,0.0,40.5,52.0,-1.0,6.0,-0.254557431,-0.254557431,-2.000379653,119.0,-4.402304814074488
0.0012,8.23e-05,1,2.76,1.069,0.038,4.6,25.0,3,7.0,-3.0,-4.0,0.0,0.0001,0.562292864,3.65,-1.698970004,0.02,1.085183508,153.18,1.0,153.181,30.66176366,0.0,0.54584845,3.253808597,2.864712197,0.087083333,-0.091878307,6.066367068,6.237682351,0.0,-0.504259893,5.563451492,23.7625527,0.0,40.5,52.0,-1.0,6.0,-0.254557431,-0.254557431,-2.000379653,119.0,-4.08460016478773
0.0052,0.000239,1,2.757,1.071,-0.05,4.6,25.0,3,7.0,-3.0,-4.0,0.0,0.0001,0.562292864,3.65,-1.698970004,0.02,1.027268042,153.18,1.0,153.181,30.66176366,0.0,0.54584845,3.253808597,2.864712197,0.087083333,-0.091878307,6.066367068,6.237682351,0.0,-0.504259893,5.563451492,23.7625527,0.0,40.5,52.0,-1.0,6.0,-0.254557431,-0.254557431,-2.000379653,119.0,-3.6216020990518634
0.03,1.7e-05,1,2.2,1.35,0.492,4.0,35.0,3,0.0,-1.602059991,-0.522878745,0.025,0.3,0.698970004,5.0,-4.415668776,3.84e-05,1.632204133,1701.19,1.0,1701.206,121.3273414,55.63451492,-1.707881529,33.36010515,1.086959255,0.294681878,-3.118202658,0.0,-9.889215572,0.0,-0.504143738,0.0,176.9618563,226.0,52.0,40.5,6.2,5.99273862,-0.39829863,0.037337328,-2.434963196,3570.0,-4.769551078621726
0.03,0.0001225,1,2.992,1.117,-0.09,4.0,25.0,3,2.0,-1.301029996,-0.301029996,0.05,0.5,-1.0,0.1,2.181389913,151.8413,3.587698957,282.5,1.0,326.521,32.10410811,13.21376393,4.25882859,19.21723666,1.43e-06,0.331506779,-0.664233856,0.0,0.0,6.420821623,-0.48123039,26.05540717,12.15204021,226.0,52.0,40.5,49.8,5.99273862,-0.39829863,0.037337328,-1.987595201,10.0,-3.9118639112994487
3.26,0.00435,1,2.992,1.117,-0.09,4.0,25.0,3,2.0,-2.301029996,-1.0,0.005,0.1,-0.522878745,0.3,2.181389913,151.8413,3.587698957,282.5,1.0,326.521,32.10410811,13.21376393,4.25882859,19.21723666,1.43e-06,0.331506779,-0.664233856,0.0,0.0,6.420821623,-0.48123039,26.05540717,12.15204021,0.0,40.5,52.0,49.8,6.0,-0.254557431,-0.254557431,-1.987595201,10.0,-2.3615107430453626
0.0992,1.56e-06,1,2.796,1.07,-0.014,3.6,25.0,3,7.0,-1.0,0.0,0.1,1.0,2.84509804,700.0,-1.823908741,0.015,7.193820026,153.18,1.0,153.181,30.66176366,0.0,0.54584845,3.253808597,2.864712197,0.087083333,-0.091878307,6.066367068,6.237682351,0.0,-0.504259893,5.563451492,23.7625527,226.0,52.0,40.5,-1.0,5.99273862,-0.39829863,0.037337328,-2.000379653,119.0,-5.806875401645538
1.5,6.9e-05,2,2.667,1.177,-0.29,4.0,25.0,3,6.4,-4.0,0.176091259,0.0001,1.5,0.0,0.0,-2.0,0.01,2.096910013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-4.161150909262744
0.025,5.07e-05,2,2.63,1.32,-0.0788,3.5,35.0,3,4.0,-1.522878745,0.0,0.03,1.0,0.0,0.0,-2.301029996,0.005,6.528273777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-4.294992040666664
0.0612,0.000306,2,2.81,1.063,0.016,9.0,25.0,3,4.0,-2.602059991,-1.0,0.0025,0.1,0.0,0.0,-1.301029996,0.05,5.53529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,70.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,-3.51427857351842
0.0963,1.1e-06,2,2.75,1.32,-0.1848,9.0,25.0,3,7.0,-2.602059991,-1.0,0.0025,0.1,0.0,0.0,-1.301029996,0.05,4.632204133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,70.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,-5.958607314841775
0.0342,0.000244,2,2.662,1.09,-0.27,9.0,25.0,3,7.0,-2.602059991,-1.0,0.0025,0.1,0.0,0.0,-1.301029996,0.05,5.62518379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,70.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,-3.612610173661271
0.0401,0.00031,2,2.662,1.09,-0.27,9.0,25.0,3,7.0,-2.602059991,-1.0,0.0025,0.1,0.0,0.0,-1.301029996,0.05,5.122710528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,70.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,-3.508638306165728
0.0486,0.000625,2,2.662,1.09,-0.27,9.0,25.0,3,7.0,-2.602059991,-1.0,0.0025,0.1,0.0,0.0,-1.301029996,0.05,4.773193821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,70.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,-3.204119982655925
0.96,0.00019,2,2.667,1.177,-0.29,4.0,25.0,3,7.0,-1.0,-0.187086643,0.1,0.65,0.0,0.0,-0.48148606,0.33,3.025800515,55000.0,0.2,111.144,12.62077651,0.0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0.0,12.96557803,-0.319671229,12.96557803,12.77889057,226.0,52.0,42.8,0.4,5.99273862,-0.39829863,0.037337328,-2.048432761,0.0,-3.721246399047171
0.07,0.0001,2,2.667,1.177,-0.29,4.0,25.0,3,7.0,-1.0,-0.187086643,0.1,0.65,0.0,0.0,-0.48148606,0.33,2.355989505,55000.0,0.2,111.144,12.62077651,0.0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0.0,12.96557803,-0.319671229,12.96557803,12.77889057,226.0,52.0,42.8,0.4,5.99273862,-0.39829863,0.037337328,-2.048432761,0.0,-4.0
0.35,0.00014,2,2.667,1.177,-0.29,4.0,25.0,1,7.0,-1.0,0.0,0.1,1.0,0.0,0.0,-0.698970004,0.2,3.982271233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-3.853871964321762
0.051,3.3e-05,2,2.771,1.299,-0.0788,4.0,40.0,3,7.0,-1.698970004,-0.853871964,0.02,0.14,0.0,0.0,-1.397940009,0.04,2.096910013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-4.481486060122113
0.037,3.2e-05,2,2.771,1.299,-0.1392,4.0,40.0,3,7.0,-2.301029996,-0.920818754,0.005,0.12,0.0,0.0,-1.397940009,0.04,2.096910013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,40.5,0.0,11.3319983,-0.744035145,0.211204803,0.0,0.0,-4.494850021680094
0.032,0.000217,2,2.774,1.059,0.163,4.0,25.0,1,7.0,-1.301029996,-0.744727495,0.05,0.18,0.0,0.0,-1.0,0.1,8.130333768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-3.6635402661514704
0.009,6.04e-05,2,2.724,1.073,-0.054,4.0,25.0,3,7.0,-2.0,-1.0,0.01,0.1,0.0,0.0,-2.0,0.01,5.334453751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-4.218963061378868
0.127,9.99e-06,2,2.776,1.127,0.077,4.0,37.0,3,7.0,-1.096910013,0.204119983,0.08,1.6,-0.698970004,0.2,-1.698970004,0.02,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-5.000434511774018
0.0469,0.0459,2,2.771,1.299,-0.0788,4.5,30.0,3,7.0,-1.096910013,0.301029996,0.08,2.0,0.0,0.0,-1.522878745,0.03,7.668907502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-1.3381873144627388
3.8,0.0007,2,2.667,1.177,-0.29,4.0,37.0,3,7.0,-0.346787486,0.176091259,0.45,1.5,0.0,0.0,-1.028754368,0.65804868,2.096910013,18000.0,1.0,72.063,0.0,0.0,2.960648148,1.52152648,3.204805418,0.833333333,-0.981481481,0.0,0.0,6.076020107,-0.478089149,6.076020107,12.65495579,226.0,52.0,40.5,0.3,5.99273862,-0.39829863,0.037337328,-1.63999937,55.0,-3.154901959985743
6.9,0.00036,2,2.667,1.177,-0.29,5.0,37.0,3,7.0,-0.22184875,0.176091259,0.6,1.5,0.0,0.0,-1.028754368,0.65804868,2.096910013,18000.0,1.0,72.063,0.0,0.0,2.960648148,1.52152648,3.204805418,0.833333333,-0.981481481,0.0,0.0,6.076020107,-0.478089149,6.076020107,12.65495579,226.0,52.0,40.5,0.3,5.99273862,-0.39829863,0.037337328,-1.63999937,55.0,-3.4436974992327127
2.4,0.0001,2,2.667,1.177,-0.29,6.0,37.0,3,7.0,-0.22184875,0.176091259,0.6,1.5,0.0,0.0,-1.028754368,0.65804868,2.096910013,18000.0,1.0,72.063,0.0,0.0,2.960648148,1.52152648,3.204805418,0.833333333,-0.981481481,0.0,0.0,6.076020107,-0.478089149,6.076020107,12.65495579,226.0,52.0,40.5,0.3,5.99273862,-0.39829863,0.037337328,-1.63999937,55.0,-4.0
1.3,0.0001,2,2.667,1.177,-0.29,7.0,37.0,3,7.0,-0.522878745,0.176091259,0.3,1.5,0.0,0.0,-1.028754368,0.65804868,2.096910013,18000.0,1.0,72.063,0.0,0.0,2.960648148,1.52152648,3.204805418,0.833333333,-0.981481481,0.0,0.0,6.076020107,-0.478089149,6.076020107,12.65495579,226.0,52.0,40.5,0.3,5.99273862,-0.39829863,0.037337328,-1.63999937,55.0,-4.0
1.9,0.0006,2,2.667,1.177,-0.29,4.0,37.0,3,7.0,-0.823908741,0.176091259,0.15,1.5,0.0,0.0,-1.028754368,0.65804868,3.237543738,18000.0,1.0,72.063,0.0,0.0,2.960648148,1.52152648,3.204805418,0.833333333,-0.981481481,0.0,0.0,6.076020107,-0.478089149,6.076020107,12.65495579,226.0,52.0,40.5,0.3,5.99273862,-0.39829863,0.037337328,-1.63999937,55.0,-3.2218487496163566
0.8,0.0003,2,2.667,1.177,-0.29,4.0,37.0,3,7.0,-0.823908741,0.176091259,0.15,1.5,0.0,0.0,-1.179932556,2.37286202,6.0,10000.0,1.0,504.438,0.0,19.82064589,-2.126505832,12.85728736,1.955293032,0.062261474,-2.041300634,0.0,0.0,0.0,-0.393566515,0.0,0.0,226.0,52.0,40.5,-7.2,5.99273862,-0.39829863,0.037337328,-2.424394295,625.0,-3.5228787452803374
0.59,0.00134,2,2.81,1.063,0.016,7.0,25.0,3,4.0,-1.301029996,-0.397940009,0.05,0.4,0.0,0.0,0.096910013,1.25,10.95963754,40000.0,1.0,253.298,19.54451371,6.606881965,10.49932256,6.957587965,1.84e-07,0.141944444,-0.3375,18.02360182,0.431157407,18.53868256,-0.459491868,12.96557803,24.93093079,62.0,52.0,49.7,59.1,5.394814815,-0.397062581,0.054727625,-2.048432773,162.0,-2.8728952016351923
2.595,0.00877,2,2.81,1.063,0.016,7.0,25.0,3,4.0,-1.301029996,-0.397940009,0.05,0.4,0.0,0.0,0.096910013,1.25,10.95963754,40000.0,1.0,253.298,19.54451371,6.606881965,10.49932256,6.957587965,1.84e-07,0.141944444,-0.3375,18.02360182,0.431157407,18.53868256,-0.459491868,12.96557803,24.93093079,62.0,52.0,49.7,59.1,5.394814815,-0.397062581,0.054727625,-2.048432773,162.0,-2.0570004066339598
0.441,0.0053,3,2.63,1.32,0.403,7.0,25.0,3,4.0,-3.0,0.301029996,0.001,2.0,0.0,0.0,-2.301029996,0.005,5.096910013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-2.275724130399211
0.613,0.0058,3,2.63,1.32,0.403,7.0,25.0,3,4.0,-3.0,0.301029996,0.001,2.0,0.0,0.0,-2.301029996,0.005,3.602059991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-2.2365720064370627
0.367,0.0074,3,2.63,1.32,0.403,7.0,25.0,2,4.0,-3.0,0.301029996,0.001,2.0,0.0,0.0,-2.301029996,0.005,5.227886705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-2.130768280269024
0.69,0.0218,3,2.63,1.32,0.403,7.0,25.0,2,4.0,-3.0,0.301029996,0.001,2.0,0.0,0.0,-2.301029996,0.005,4.556302501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-1.6615435063953952
0.52,0.1221,3,2.63,1.32,0.403,7.0,25.0,3,4.0,-3.0,0.301029996,0.001,2.0,0.0,0.0,-2.301029996,0.005,6.438384107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-0.9132843360551176
0.198,6.78e-05,1,2.28,1.35,0.6,4.0,35.0,3,7.0,-1.0,0.176091259,0.1,1.5,-1.0,0.1,-1.185036712,0.1566,2.43874007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-4.168770306132937
0.38,0.000241,1,2.28,1.35,0.6,4.0,35.0,3,7.0,-1.602059991,-0.301029996,0.025,0.5,0.176091259,1.5,-2.301029996,0.005,2.43874007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-3.617982957425132
0.22,0.000137,1,2.44,1.397,-0.024,4.0,25.0,3,6.0,0.0,1.0,1.0,10.0,1.0,10.0,-1.48148606,0.033,7.773193821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-3.863279432843593
1.22,0.000132,1,2.44,1.397,-0.024,4.0,25.0,3,6.0,-3.0,1.477121255,0.001,30.0,0.0,1.0,-1.48148606,0.033,7.773193821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-3.87942606879415
0.97,6.3e-05,1,2.44,1.397,-0.024,4.0,25.0,3,6.0,-1.0,0.0,0.1,1.0,1.0,10.0,-1.48148606,0.033,7.773193821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,40.5,0.0,11.3319983,-0.744035145,0.211204803,0.0,0.0,-4.200659450546418
6.74,0.000192,1,2.44,1.397,-0.024,4.0,25.0,3,6.0,-3.0,1.477121255,0.001,30.0,0.0,1.0,-1.48148606,0.033,7.773193821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-3.7166987712964494
0.17,0.000141,1,2.44,1.397,-0.024,4.0,25.0,3,6.0,0.0,1.0,1.0,10.0,1.0,10.0,-1.48148606,0.033,7.773193821,121.16,1.0,121.161,0.0,0.0,0.0,2.872924705,3.343417059,0.189814815,-1.00462963,0.0,4.939814815,5.752853607,-0.480063884,0.0,0.0,226.0,52.0,40.5,-2.5,5.99273862,-0.39829863,0.037337328,-1.960760993,75.0,-3.85078088734462
1.98,0.000152,1,2.44,1.397,-0.024,4.0,25.0,3,6.0,-3.0,1.477121255,0.001,30.0,0.0,1.0,-1.48148606,0.033,7.773193821,121.16,1.0,121.161,0.0,0.0,0.0,2.872924705,3.343417059,0.189814815,-1.00462963,0.0,4.939814815,5.752853607,-0.480063884,0.0,0.0,0.0,40.5,52.0,-2.5,6.0,-0.254557431,-0.254557431,-1.960760993,75.0,-3.8181564120552274
0.15,0.000161,1,2.44,1.397,-0.024,4.0,25.0,3,6.0,-1.0,0.0,0.1,1.0,1.0,10.0,-1.48148606,0.033,7.773193821,121.16,1.0,121.161,0.0,0.0,0.0,2.872924705,3.343417059,0.189814815,-1.00462963,0.0,4.939814815,5.752853607,-0.480063884,0.0,0.0,0.0,883.0,40.5,-2.5,11.3319983,-0.744035145,0.211204803,-1.960760993,75.0,-3.7931741239681513
8.06,0.000992,1,2.44,1.397,-0.024,4.0,25.0,3,6.0,-3.0,1.477121255,0.001,30.0,0.0,1.0,-1.48148606,0.033,7.773193821,121.16,1.0,121.161,0.0,0.0,0.0,2.872924705,3.343417059,0.189814815,-1.00462963,0.0,4.939814815,5.752853607,-0.480063884,0.0,0.0,0.0,40.5,52.0,-2.5,6.0,-0.254557431,-0.254557431,-1.960760993,75.0,-3.003488327845821
0.086,0.000132,1,2.44,1.397,-0.024,4.0,35.0,3,6.0,-1.301029996,0.243038049,0.05,1.75,0.679588002,24.02,-1.0,0.1,7.773193821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-3.87942606879415
0.122,0.000136,1,2.44,1.397,-0.024,4.0,35.0,3,6.0,-3.0,1.77815125,0.001,60.0,0.0,1.0,-1.0,0.1,7.773193821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-3.866461091629783
0.047,0.000178,1,2.44,1.397,-0.024,4.0,35.0,3,6.0,-1.301029996,0.243038049,0.05,1.75,-0.638764005,0.26,-1.0,0.1,7.773193821,5000.0,1.0,44.053,0.0,13.21376393,2.0,0.206165084,2.25,1.0,1.0,0.0,0.0,0.0,-0.376667636,13.21376393,0.0,226.0,52.0,40.5,-0.1,5.99273862,-0.39829863,0.037337328,-1.241764757,10.0,-3.749579997691106
0.108,0.000106,1,2.44,1.397,-0.024,4.0,35.0,3,6.0,-3.0,1.77815125,0.001,60.0,0.0,1.0,-1.0,0.1,7.773193821,5000.0,1.0,44.053,0.0,13.21376393,2.0,0.206165084,2.25,1.0,1.0,0.0,0.0,0.0,-0.376667636,13.21376393,0.0,0.0,40.5,52.0,-0.1,6.0,-0.254557431,-0.254557431,-1.241764757,10.0,-3.9746941347352296
1.64,0.00099,1,2.209,1.515,-0.1564,3.0,35.0,3,7.0,-0.602059991,0.176091259,0.25,1.5,2.0,100.0,-1.301029996,0.05,12.52827378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-3.00436480540245
0.001,9.64e-06,1,2.65,1.433,0.05,4.0,50.0,3,7.0,-0.602059991,0.301029996,0.25,2.0,0.698970004,5.0,-0.22184875,0.6,2.096910013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-5.015922966097169
8.85,8.01e-05,1,2.65,1.433,0.05,4.0,50.0,3,7.0,-3.0,0.698970004,0.001,5.0,1.698970004,50.0,-0.22184875,0.6,2.096910013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-4.096367483915762
0.623,1.95e-05,1,2.667,1.177,-0.29,4.0,45.0,3,7.0,-0.602059991,0.301029996,0.25,2.0,0.698970004,5.0,-0.22184875,0.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-4.709965388637482
0.067,6.88e-06,1,2.667,1.177,-0.29,4.0,45.0,3,7.0,-3.0,0.698970004,0.001,5.0,1.698970004,50.0,-0.22184875,0.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-5.162411561764489
0.33,0.0002786,1,2.5384,1.0884,0.685,4.0,35.0,3,2.0,-1.0,0.255272505,0.1,1.8,0.77815125,6.0,0.0,1.0,7.632204133,66500.0,1.0,314.578,51.90284463,0.0,19.49796296,7.779665523,3.88e-07,0.208333333,-1.428626543,11.09986462,0.0,19.88931523,-0.535385563,18.86332337,12.77889057,226.0,52.0,40.5,60.8,5.99273862,-0.39829863,0.037337328,-2.205050126,120.0,-3.5550188879120554
0.75,0.0001288,1,2.4624,1.0004,0.685,4.0,35.0,3,2.0,-0.602059991,0.77815125,0.25,6.0,-0.301029996,0.5,0.0,1.0,7.632204133,66500.0,1.0,314.578,51.90284463,0.0,19.49796296,7.779665523,3.88e-07,0.208333333,-1.428626543,11.09986462,0.0,19.88931523,-0.535385563,18.86332337,12.77889057,0.0,40.5,52.0,60.8,6.0,-0.254557431,-0.254557431,-2.205050126,120.0,-3.890084136976207
0.648,5.96e-05,1,1.9,0.91,0.52,6.0,30.0,3,7.0,-1.0,0.0,0.1,1.0,1.698970004,50.0,-1.312513311,0.40548,0.0,66463.0,0.2,203.434,39.28206812,0.0,15.13634259,3.742918213,4.226502749,0.882716049,-1.428626543,0.0,0.0,6.9237372,-0.535385563,5.897745344,0.0,226.0,52.0,40.5,21.6,5.99273862,-0.39829863,0.037337328,-2.205048427,0.0,-4.224753740259764
1.335,0.000421,1,2.636,0.778,0.068,4.5,25.0,3,3.0,-1.301029996,-0.045757491,0.05,0.9,-0.27572413,0.53,-1.22184875,0.06,6.528273777,55000.0,0.2,111.144,12.62077651,0.0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0.0,12.96557803,-0.319671229,12.96557803,12.77889057,226.0,52.0,40.5,0.4,5.99273862,-0.39829863,0.037337328,-2.048432761,0.0,-3.375717904164332
