Km,Vmax,activity,X,IR,pot2,ph,temp,dstr,cryst,lgCmin,lgCmax,lgCconst,lgCcat,lgvolume,Sufrace,VSA_EState8,BalabanJ,MinAbsEStateIndex,MinEStateIndex,VSA_EState4,MinPartialCharge,XLogP,MinPartialCharge.1,MaxPartialCharge.1,BCUT2D_CHGLO,polym,Mcoat_log,MolWt_log,PEOE_VSA7_log,PEOE_VSA8_log,PEOE_VSA9_log,Kappa2_log,EState_VSA6_log,EState_VSA4_log,SMR_VSA7_log,Complexity1_log,Complexity_log,TPSA_log,TPSA1_log,TPSA2_log,MaxEStateIndex.1_log,MaxEStateIndex.2_log
0.67,2.09E-05,1,2.676,1.067,-0.349,4.0,45.0,3,7.0,-0.8,-0.397940009,-0.38210376,-1.397940009,7.027268042,0.2,2.0,2.25,1.0,1.0,0.0,-0.376667636,-0.1,-0.39829863,0.037337328,-1.241764757,453.9985926,9.903487552536127,3.785393454489975,0.0,0.0,2.5812590083050804,-1.5790780524841947,0.0,2.5812590083050804,0.0,5.420534999272286,0.0,2.528125768907977,3.9512437185814275,3.7013019741124933,1.7905485063083346,1.791759469228055
0.14,0.0001254,1,2.676,1.067,-0.349,4.0,45.0,3,7.0,-0.920818754,-0.397940009,1.079181246,-1.397940009,7.027268042,0.2,2.0,2.25,1.0,1.0,0.0,-0.376667636,-0.1,-0.744035145,0.211204803,-1.241764757,453.9985926,9.903487552536127,3.785393454489975,0.0,0.0,2.5812590083050804,-1.5790780524841947,0.0,2.5812590083050804,0.0,0.0,0.0,2.528125768907977,6.78332520060396,3.7013019741124933,2.4276304319506097,1.791759469228055
4.61,0.0001346,1,2.676,1.067,-0.349,4.0,45.0,3,7.0,0.0,1.301029996,-0.397940009,-1.397940009,7.027268042,0.2,2.0,2.25,1.0,1.0,0.0,-0.376667636,-0.1,-0.254557431,-0.254557431,-1.241764757,453.9985926,9.903487552536127,3.785393454489975,0.0,0.0,2.5812590083050804,-1.5790780524841947,0.0,2.5812590083050804,0.0,0.0,0.0,2.528125768907977,3.7013019741124933,3.9512437185814275,1.791759469228055,1.7905485063083346
0.55,4.57E-05,1,2.761,1.137,-0.047,4.0,45.0,3,7.0,-0.8,0.72247199,-0.38210376,-1.397940009,6.903089987,0.2,2.0,2.25,1.0,1.0,0.0,-0.376667636,-0.1,-0.39829863,0.037337328,-1.241764757,453.9985926,9.903487552536127,3.785393454489975,0.0,0.0,2.5812590083050804,-1.5790780524841947,0.0,2.5812590083050804,0.0,5.420534999272286,0.0,2.528125768907977,3.9512437185814275,3.7013019741124933,1.7905485063083346,1.791759469228055
0.46,0.0001748,1,2.761,1.137,-0.047,4.0,45.0,3,7.0,-0.920818754,-0.397940009,1.079181246,-1.397940009,6.903089987,0.2,2.0,2.25,1.0,1.0,0.0,-0.376667636,-0.1,-0.744035145,0.211204803,-1.241764757,453.9985926,9.903487552536127,3.785393454489975,0.0,0.0,2.5812590083050804,-1.5790780524841947,0.0,2.5812590083050804,0.0,0.0,0.0,2.528125768907977,6.78332520060396,3.7013019741124933,2.4276304319506097,1.791759469228055
2.6,0.0001411,1,2.761,1.137,-0.047,4.0,45.0,3,7.0,0.0,1.301029996,-0.397940009,-1.397940009,6.903089987,0.2,2.0,2.25,1.0,1.0,0.0,-0.376667636,-0.1,-0.254557431,-0.254557431,-1.241764757,453.9985926,9.903487552536127,3.785393454489975,0.0,0.0,2.5812590083050804,-1.5790780524841947,0.0,2.5812590083050804,0.0,0.0,0.0,2.528125768907977,3.7013019741124933,3.9512437185814275,1.791759469228055,1.7905485063083346
490.72,6.32E-05,1,2.724,1.07,-0.119,4.0,25.0,3,7.0,0.977723605,2.802089258,1.0,0.221848758,4.879760868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7013019741124933,3.9512437185814275,1.791759469228055,1.7905485063083346
0.509,9.18E-05,1,2.724,1.07,-0.119,4.0,25.0,3,7.0,1.556302501,2.831229694,2.245512668,0.221848758,4.879760868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.037337328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,0.0,3.9512437185814275,3.7013019741124933,1.7905485063083346,1.791759469228055
0.85,0.0001331,1,2.724,1.07,-0.119,4.0,40.0,3,7.0,-1.0,0.204119983,-0.698970004,-1.397940009,6.903089987,0.2,1.75,1.05e-07,0.125,-0.125,0.0,-0.393990542,53.0,-0.39829863,0.037337328,-1.699066797,188.4641117,9.903487552536127,4.6645799525195235,0.0,0.0,3.2744061888650258,1.7715567619105355,0.0,2.5812590083050804,0.0,5.420534999272286,0.0,3.9701032165046706,3.9512437185814275,3.7013019741124933,1.7905485063083346,1.791759469228055
1.66,7.74E-05,1,2.724,1.07,-0.119,4.0,40.0,3,7.0,-3.0,1.204119983,-0.494850022,-1.397940009,6.903089987,0.2,1.75,1.05e-07,0.125,-0.125,0.0,-0.393990542,53.0,-0.254557431,-0.254557431,-1.699066797,188.4641117,9.903487552536127,4.6645799525195235,0.0,0.0,3.2744061888650258,1.7715567619105355,0.0,2.5812590083050804,0.0,0.0,0.0,3.9701032165046706,3.7013019741124933,3.9512437185814275,1.791759469228055,1.7905485063083346
0.142,2.22E-05,1,2.776,1.127,0.077,4.0,37.0,3,2.0,-2.0,0.176091259,-0.698970004,-1.698970004,6.0,0.2,-0.25,1.974744871,0.125,-0.125,0.0,-0.393990542,-1.4,-0.39829863,0.037337328,-1.699066797,1.000032223,4.128262780425561,4.1282305582212375,0.0,0.0,2.5812590083050804,1.0715836162801904,0.0,0.0,0.0,5.420534999272286,0.0,3.7003138317395994,3.9512437185814275,3.7013019741124933,1.7905485063083346,1.791759469228055
9.406,0.0002584,1,2.776,1.127,0.077,4.0,37.0,3,2.0,-1.0,1.301029996,0.602059991,-1.698970004,6.0,0.2,-0.25,1.974744871,0.125,-0.125,0.0,-0.393990542,-1.4,-0.254557431,-0.254557431,-1.699066797,1.000032223,4.128262780425561,4.1282305582212375,0.0,0.0,2.5812590083050804,1.0715836162801904,0.0,0.0,0.0,0.0,0.0,3.7003138317395994,3.7013019741124933,3.9512437185814275,1.791759469228055,1.7905485063083346
0.317,2.19E-05,1,2.744,1.09,0.057,4.0,35.0,1,7.0,-1.0,0.903089987,0.477121255,-0.698970004,5.795880017,0.2,2.0,2.25,1.0,1.0,0.0,-0.376667636,-0.1,-0.39829863,0.037337328,-1.241764757,4.539985926,5.298317366548036,3.785393454489975,0.0,0.0,2.5812590083050804,-1.5790780524841947,0.0,2.5812590083050804,0.0,5.420534999272286,0.0,2.528125768907977,3.9512437185814275,3.7013019741124933,1.7905485063083346,1.791759469228055
0.325,3.75E-05,1,2.744,1.09,0.057,4.0,35.0,1,7.0,-1.0,0.477121255,0.903089987,-0.698970004,5.795880017,0.2,2.0,2.25,1.0,1.0,0.0,-0.376667636,-0.1,-0.254557431,-0.254557431,-1.241764757,4.539985926,5.298317366548036,3.785393454489975,0.0,0.0,2.5812590083050804,-1.5790780524841947,0.0,2.5812590083050804,0.0,0.0,0.0,2.528125768907977,3.7013019741124933,3.9512437185814275,1.791759469228055,1.7905485063083346
0.2,0.00472,1,3.003,1.108,0.042,3.0,28.0,3,1.0,-2.0,-0.207608311,0.672097858,0.0,5.458631807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.037337328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,0.0,3.9512437185814275,3.7013019741124933,1.7905485063083346,1.791759469228055
0.38,0.000113,1,3.003,1.108,0.042,3.0,28.0,3,1.0,-0.698970004,0.322219295,-0.619788758,0.0,5.458631807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7013019741124933,3.9512437185814275,1.791759469228055,1.7905485063083346
1.18,0.0001148,1,2.992,1.117,-0.09,3.0,40.0,3,2.0,-1.698970004,-0.22184875,2.568201724,-1.420216403,10.60205999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.037337328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,0.0,3.9512437185814275,3.7013019741124933,1.7905485063083346,1.791759469228055
0.59,2.18E-05,1,2.992,1.117,-0.09,3.0,40.0,3,2.0,-0.698970004,1.0,-0.721246399,-1.420216403,10.60205999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7013019741124933,3.9512437185814275,1.791759469228055,1.7905485063083346
0.311,2.58E-05,1,2.827,1.086,-0.096,5.0,30.0,3,2.0,-1.301029996,-0.397940009,0.903089987,-1.522878745,7.193820026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.037337328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,0.0,3.9512437185814275,3.7013019741124933,1.7905485063083346,1.791759469228055
0.669,1.25E-05,1,2.827,1.086,-0.096,5.0,30.0,3,2.0,-0.301029996,0.84509804,-0.301029996,-1.522878745,7.193820026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7013019741124933,3.9512437185814275,1.791759469228055,1.7905485063083346
0.691,2.51E-05,1,2.87,1.084,-0.048,4.0,25.0,1,3.0,-1.0,-0.096910013,1.0,-1.0,7.301029996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.037337328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,0.0,3.9512437185814275,3.7013019741124933,1.7905485063083346,1.791759469228055
0.0732,2.72E-05,1,2.87,1.084,-0.048,4.0,25.0,1,3.0,1.0,2.397940009,-0.096910013,-1.0,7.301029996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7013019741124933,3.9512437185814275,1.791759469228055,1.7905485063083346
0.333,no,1,2.776,1.15,0.11,4.0,25.0,3,2.0,-1.301029996,0.0,-0.22184875,-1.698970004,8.698970004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.037337328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,0.0,3.9512437185814275,3.7013019741124933,1.7905485063083346,1.791759469228055
1.3,no,1,2.776,1.15,0.11,4.0,25.0,3,2.0,-1.301029996,0.0,-0.397940009,-1.698970004,8.698970004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7013019741124933,3.9512437185814275,1.791759469228055,1.7905485063083346
0.0412,no,1,2.776,1.15,0.11,4.0,25.0,1,2.0,-2.0,-0.522878745,0.903089987,-2.346787486,6.367877507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.037337328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,0.0,3.9512437185814275,3.7013019741124933,1.7905485063083346,1.791759469228055
5.291,no,1,2.776,1.15,0.11,4.0,25.0,1,2.0,0.0,1.698970004,-1.0,-2.346787486,6.367877507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7013019741124933,3.9512437185814275,1.791759469228055,1.7905485063083346
0.077,0.0005105,1,2.967,1.109,-0.021,4.0,25.0,1,2.0,-1.0,-0.096910013,1.301029996,-1.823908741,8.653212514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.037337328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,0.0,3.9512437185814275,3.7013019741124933,1.7905485063083346,1.791759469228055
8.03,no,1,2.776,1.15,0.11,5.0,25.0,1,2.0,-0.22184875,0.204119983,1.0,-0.522878745,7.176091259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.037337328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,0.0,3.9512437185814275,3.7013019741124933,1.7905485063083346,1.791759469228055
14,no,1,2.776,1.15,0.11,5.0,25.0,1,2.0,0.0,1.698970004,-0.096910013,-0.522878745,7.176091259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7013019741124933,3.9512437185814275,1.791759469228055,1.7905485063083346
1.115,0.0001162,1,2.967,1.109,-0.021,4.0,25.0,1,2.0,0.0,1.698970004,0.903089987,-1.823908741,8.653212514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7013019741124933,3.9512437185814275,1.791759469228055,1.7905485063083346
0.577,8.15E-05,1,2.582,1.09,-0.21,4.5,25.0,2,2.0,-1.0,0.176091259,2.0,-2.0,4.204119983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.037337328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,0.0,3.9512437185814275,3.7013019741124933,1.7905485063083346,1.791759469228055
27.653,0.0002765,1,2.582,1.09,-0.21,4.5,25.0,2,2.0,0.0,2.301029996,2.698970004,-2.0,4.204119983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7013019741124933,3.9512437185814275,1.791759469228055,1.7905485063083346
10,2.88E-05,1,2.656,1.066,0.11,4.65,25.0,3,5.0,-0.698970004,1.0,2.301029996,-1.0,2.62518379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.037337328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,0.0,3.9512437185814275,3.7013019741124933,1.7905485063083346,1.791759469228055
71,3.00E-06,1,2.656,1.066,0.11,4.65,25.0,3,5.0,1.0,2.0,1.0,-1.0,2.62518379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7013019741124933,3.9512437185814275,1.791759469228055,1.7905485063083346
1.126,3.73E-05,1,3.025,1.111,0.023,4.0,25.0,1,3.0,-1.0,-0.096910013,1.0,-0.522878745,7.903089987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.037337328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,0.0,3.9512437185814275,3.7013019741124933,1.7905485063083346,1.791759469228055
0.106,7.51E-05,1,3.025,1.111,0.023,4.0,25.0,1,3.0,0.301029996,1.698970004,0.903089987,-0.522878745,7.903089987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7013019741124933,3.9512437185814275,1.791759469228055,1.7905485063083346
