X,IR,pot2,ph,temp,dstr,cryst,lgCmin,lgCmax,lgCconst,lgCcat,lgvolume,Sufrace,VSA_EState8,BalabanJ,MinAbsEStateIndex,MinEStateIndex,VSA_EState4,MinPartialCharge,XLogP,MinPartialCharge.1,BCUT2D_CHGLO,polym,PEOE_VSA8_log,PEOE_VSA9_log,Kappa2_log,EState_VSA6_log,EState_VSA4_log,SMR_VSA7_log,Complexity1_log,TPSA_log,TPSA1_log,TPSA2_log,MaxEStateIndex.1_log,MaxEStateIndex.2_log,Vmaxlog
2.676,1.067,-0.349,4.0,45.0,3,7.0,-0.8,-0.397940009,-0.38210376,-1.397940009,7.027268042,0.2,2.0,2.25,1.0,1.0,0.0,-0.376667636,-0.1,-0.39829863,-1.241764757,453.9985926,0.0,2.5812590083050804,-1.5790780524841947,0.0,2.5812590083050804,0.0,5.420534999272286,2.528125768907977,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-4.679853713888946
2.676,1.067,-0.349,4.0,45.0,3,7.0,-0.920818754,-0.397940009,1.079181246,-1.397940009,7.027268042,0.2,2.0,2.25,1.0,1.0,0.0,-0.376667636,-0.1,-0.744035145,-1.241764757,453.9985926,0.0,2.5812590083050804,-1.5790780524841947,0.0,2.5812590083050804,0.0,0.0,2.528125768907977,6.78332520060396,3.701301974112493,2.4276304319506097,1.791759469228055,-3.9017024635053024
2.676,1.067,-0.349,4.0,45.0,3,7.0,0.0,1.301029996,-0.397940009,-1.397940009,7.027268042,0.2,2.0,2.25,1.0,1.0,0.0,-0.376667636,-0.1,-0.254557431,-1.241764757,453.9985926,0.0,2.5812590083050804,-1.5790780524841947,0.0,2.5812590083050804,0.0,0.0,2.528125768907977,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-3.8709549401120418
2.761,1.137,-0.047,4.0,45.0,3,7.0,-0.8,0.72247199,-0.38210376,-1.397940009,6.903089987,0.2,2.0,2.25,1.0,1.0,0.0,-0.376667636,-0.1,-0.39829863,-1.241764757,453.9985926,0.0,2.5812590083050804,-1.5790780524841947,0.0,2.5812590083050804,0.0,5.420534999272286,2.528125768907977,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-4.34008379993015
2.761,1.137,-0.047,4.0,45.0,3,7.0,-0.920818754,-0.397940009,1.079181246,-1.397940009,6.903089987,0.2,2.0,2.25,1.0,1.0,0.0,-0.376667636,-0.1,-0.744035145,-1.241764757,453.9985926,0.0,2.5812590083050804,-1.5790780524841947,0.0,2.5812590083050804,0.0,0.0,2.528125768907977,6.78332520060396,3.701301974112493,2.4276304319506097,1.791759469228055,-3.757458571701616
2.761,1.137,-0.047,4.0,45.0,3,7.0,0.0,1.301029996,-0.397940009,-1.397940009,6.903089987,0.2,2.0,2.25,1.0,1.0,0.0,-0.376667636,-0.1,-0.254557431,-1.241764757,453.9985926,0.0,2.5812590083050804,-1.5790780524841947,0.0,2.5812590083050804,0.0,0.0,2.528125768907977,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-3.850472986245652
2.724,1.07,-0.119,4.0,25.0,3,7.0,0.977723605,2.802089258,1.0,0.221848758,4.879760868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-4.199282921717615
2.724,1.07,-0.119,4.0,25.0,3,7.0,1.556302501,2.831229694,2.245512668,0.221848758,4.879760868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-4.037157318798758
2.724,1.07,-0.119,4.0,40.0,3,7.0,-1.0,0.204119983,-0.698970004,-1.397940009,6.903089987,0.2,1.75,1.05e-07,0.125,-0.125,0.0,-0.393990542,53.0,-0.39829863,-1.699066797,188.4641117,0.0,3.2744061888650258,1.7715567619105357,0.0,2.5812590083050804,0.0,5.420534999272286,3.970103216504671,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-3.875821944525325
2.724,1.07,-0.119,4.0,40.0,3,7.0,-3.0,1.204119983,-0.494850022,-1.397940009,6.903089987,0.2,1.75,1.05e-07,0.125,-0.125,0.0,-0.393990542,53.0,-0.254557431,-1.699066797,188.4641117,0.0,3.2744061888650258,1.7715567619105357,0.0,2.5812590083050804,0.0,0.0,3.970103216504671,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-4.111259039317107
2.776,1.127,0.077,4.0,37.0,3,2.0,-2.0,0.176091259,-0.698970004,-1.698970004,6.0,0.2,-0.25,1.974744871,0.125,-0.125,0.0,-0.393990542,-1.4,-0.39829863,-1.699066797,1.000032223,0.0,2.5812590083050804,1.0715836162801904,0.0,0.0,0.0,5.420534999272286,3.7003138317396,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-4.653647025549361
2.776,1.127,0.077,4.0,37.0,3,2.0,-1.0,1.301029996,0.602059991,-1.698970004,6.0,0.2,-0.25,1.974744871,0.125,-0.125,0.0,-0.393990542,-1.4,-0.254557431,-1.699066797,1.000032223,0.0,2.5812590083050804,1.0715836162801904,0.0,0.0,0.0,0.0,3.7003138317396,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-3.5877074906769537
2.744,1.09,0.057,4.0,35.0,1,7.0,-1.0,0.903089987,0.477121255,-0.698970004,5.795880017,0.2,2.0,2.25,1.0,1.0,0.0,-0.376667636,-0.1,-0.39829863,-1.241764757,4.539985926,0.0,2.5812590083050804,-1.5790780524841947,0.0,2.5812590083050804,0.0,5.420534999272286,2.528125768907977,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-4.6595558851598815
2.744,1.09,0.057,4.0,35.0,1,7.0,-1.0,0.477121255,0.903089987,-0.698970004,5.795880017,0.2,2.0,2.25,1.0,1.0,0.0,-0.376667636,-0.1,-0.254557431,-1.241764757,4.539985926,0.0,2.5812590083050804,-1.5790780524841947,0.0,2.5812590083050804,0.0,0.0,2.528125768907977,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-4.425968732272281
3.003,1.108,0.042,3.0,28.0,3,1.0,-2.0,-0.207608311,0.672097858,0.0,5.458631807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-2.326058001365912
3.003,1.108,0.042,3.0,28.0,3,1.0,-0.698970004,0.322219295,-0.619788758,0.0,5.458631807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-3.946921556516581
2.992,1.117,-0.09,3.0,40.0,3,2.0,-1.698970004,-0.22184875,2.568201724,-1.420216403,10.60205999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-3.940058111938045
2.992,1.117,-0.09,3.0,40.0,3,2.0,-0.698970004,1.0,-0.721246399,-1.420216403,10.60205999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-4.661543506395395
2.827,1.086,-0.096,5.0,30.0,3,2.0,-1.301029996,-0.397940009,0.903089987,-1.522878745,7.193820026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-4.58838029403677
2.827,1.086,-0.096,5.0,30.0,3,2.0,-0.301029996,0.84509804,-0.301029996,-1.522878745,7.193820026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-4.903089986991944
2.87,1.084,-0.048,4.0,25.0,1,3.0,-1.0,-0.096910013,1.0,-1.0,7.301029996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-4.600326278518962
2.87,1.084,-0.048,4.0,25.0,1,3.0,1.0,2.397940009,-0.096910013,-1.0,7.301029996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-4.565431095965801
2.967,1.109,-0.021,4.0,25.0,1,2.0,-1.0,-0.096910013,1.301029996,-1.823908741,8.653212514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-3.292004253577071
2.967,1.109,-0.021,4.0,25.0,1,2.0,0.0,1.698970004,0.903089987,-1.823908741,8.653212514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-3.934793871945688
2.582,1.09,-0.21,4.5,25.0,2,2.0,-1.0,0.176091259,2.0,-2.0,4.204119983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-4.088842391260023
2.582,1.09,-0.21,4.5,25.0,2,2.0,0.0,2.301029996,2.698970004,-2.0,4.204119983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-3.558304864359283
2.656,1.066,0.11,4.65,25.0,3,5.0,-0.698970004,1.0,2.301029996,-1.0,2.62518379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-4.540607512240769
2.656,1.066,0.11,4.65,25.0,3,5.0,1.0,2.0,1.0,-1.0,2.62518379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-5.522878745280337
3.025,1.111,0.023,4.0,25.0,1,3.0,-1.0,-0.096910013,1.0,-0.522878745,7.903089987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-4.428291168191312
3.025,1.111,0.023,4.0,25.0,1,3.0,0.301029996,1.698970004,0.903089987,-0.522878745,7.903089987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-4.124360062995832
2.8696,1.1562,-0.215,5.0,25.0,3,7.0,-1.0,0.0,-1.698970004,-1.522878745,8.334453751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-3.830325565941193
2.8828,1.1208,-0.215,5.0,25.0,3,7.0,-1.698970004,-0.698970004,1.301029996,-1.522878745,8.334453751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-2.958212681028248
2.8206,1.1762,-0.215,3.6,25.0,1,7.0,-0.522878745,0.477121255,-1.0,-1.07918142,7.176091259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-4.568636235841013
2.7826,1.1878,-0.215,3.6,25.0,1,7.0,-2.0,-0.886056648,0.477121255,-1.07918142,7.176091259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-4.552841968657781
2.7966,1.1608,-0.29,6.0,30.0,1,7.0,0.0,0.477121255,0.079181246,0.477121255,7.903089987,0.2,4.36162037,2.536681979,0.208333333,0.208333333,0.0,-0.319671229,0.4,-0.39829863,-2.048432761,0.0,2.562298001876472,0.0,0.6867409071395595,2.406932911847516,2.562298001876472,2.54779463532204,5.420534999272286,3.011113375592293,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-3.7783250029292312
2.7158,1.2086,-0.29,6.0,30.0,1,7.0,1.698970004,2.698970004,-0.096910013,0.477121255,7.026975382,0.2,4.36162037,2.536681979,0.208333333,0.208333333,0.0,-0.319671229,0.4,-0.254557431,-2.048432761,0.0,2.562298001876472,0.0,0.6867409071395595,2.406932911847516,2.562298001876472,2.54779463532204,0.0,3.011113375592293,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-4.36251027048749
2.9404,1.1774,-0.29,3.5,40.0,3,7.0,-1.301029996,0.0,1.698970004,-0.779255588,8.398021648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-5.1938200260161125
2.8596,1.1754,-0.29,3.5,40.0,3,7.0,-0.301029996,0.602059991,2.0,-0.779255588,8.398021648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-3.903089986991944
2.747,1.149,0.27,4.0,30.0,3,7.0,-2.0,0.0,2.514547753,-2.777283529,4.63357954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-4.226213555018807
2.6718,1.0478,0.27,4.0,30.0,3,7.0,-3.0,3.0,-0.777283529,-2.777283529,4.63357954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-4.718966632752273
2.9054,1.1494,0.1618,4.0,25.0,3,7.0,-2.301029996,-0.522878745,-0.397940009,-1.823908741,3.528273777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-4.903089986991944
2.8572,1.1738,-0.0844,4.0,25.0,3,7.0,-2.301029996,-0.397940009,-0.698970004,-1.823908741,3.528273777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-3.3010299956639813
2.8596,1.1754,0.016,4.0,40.0,3,4.0,-1.301029996,-0.522878745,1.301029996,-0.779255588,9.903089987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-5.2441251443275085
2.75,1.32,0.191,4.0,25.0,3,7.0,-2.301029996,-0.522878745,-0.397940009,-1.823908741,3.528273777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-4.441291429466834
2.75,1.32,-0.0458,4.0,25.0,3,7.0,-2.301029996,-0.397940009,-0.698970004,-1.823908741,3.528273777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.254557431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701301974112493,3.951243718581428,1.791759469228055,1.7905485063083346,-4.040481623027001
2.75,1.32,0.2372,4.0,40.0,3,7.0,-1.301029996,-0.522878745,1.301029996,-0.779255588,7.175979217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39829863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.420534999272286,0.0,3.951243718581428,3.701301974112493,1.7905485063083346,1.791759469228055,-3.825940192274975
