activity,X,IR,pot2,ph,temp,dstr,cryst,lgCmin,lgCmax,Cmin,Cmax,lgCconst,lgCcat,Ccat,lgvolume,Mcoat,Sufrace,MolWt,PEOE_VSA7,PEOE_VSA9,VSA_EState8,Kappa2,BalabanJ,MinAbsEStateIndex,MinEStateIndex,EState_VSA6,VSA_EState4,PEOE_VSA8,MinPartialCharge,EState_VSA4,SMR_VSA7,Complexity1,TPSA1,TPSA2,XLogP,MaxEStateIndex.1,MinPartialCharge.1,MaxPartialCharge.1,BCUT2D_CHGLO,Complexity,Vmax_log
1,2.105,1.32,-0.1244,4.0,40.0,3,7.0,-1.0,0.903089987,0.1,8.0,0.0,-1.698970004,0.02,4.613457285,150000.0,0.2,93.557,0.0,0.0,3.9375,9.007600566,0.0,0.0,0.0,6.076020107,4.909722222,6.544756406,-0.327052285,0.0,12.65495579,0.0,40.5,52.0,26.0,6.0,-0.254557431,-0.254557431,-1.606233206,0.0,-3.4590451910738675
1,2.5384,1.0884,0.685,4.0,35.0,3,2.0,-1.0,0.255272505,0.1,1.8,0.77815125,0.0,1.0,7.632204133,66500.0,1.0,314.578,51.90284463,0.0,19.49796296,7.779665523,3.88e-07,0.208333333,-1.428626543,11.09986462,0.0,19.88931523,-0.535385563,18.86332337,12.77889057,226.0,52.0,40.5,60.8,5.99273862,-0.39829863,0.037337328,-2.205050126,120.0,-3.5550188879120554
1,2.757,1.071,-0.05,4.0,37.0,3,7.0,0.176091259,0.176091259,0.001,1.5,2.0,-4.581698709,2.62e-05,1.83835157,282.47,0.2,282.468,32.10410811,0.0,2.25882859,16.26491488,3.066157801,0.331506779,-0.664233856,0.0,0.0,6.420821623,-0.48123039,12.84164325,12.15204021,226.0,52.0,40.5,6.5,5.99273862,-0.39829863,0.037337328,-1.987595192,0.0,0.1387131098760117
2,2.28,1.35,1.2,4.0,41.4,3,6.0,-1.0,0.903089987,0.1,8.0,0.0,-1.0,0.1,6.528273777,192.12,0.0,192.123,0.0,12.84164325,0.0,3.853986625,4.619312135,1.144212963,-2.738425926,0.0,-2.738425926,0.0,-0.481138775,0.0,0.0,226.0,52.0,45.78,-1.7,5.99273862,-0.39829863,0.037337328,-2.178395123,0.0,-3.175223537524454
1,2.096,0.926,0.78,7.4,25.0,3,4.0,-0.522878745,0.380211242,0.3,2.4,-0.522878745,0.653212514,4.5,6.0,170.21,1.0,230.264,13.8474744,13.59242839,5.236944444,9.69539325,0.0,0.833333333,-1.083333333,0.0,0.0,12.89304249,-0.550477028,20.39223081,18.72100722,226.0,52.0,40.5,102.954578,5.99273862,-0.39829863,0.037337328,-1.806047927,98.0,-4.1487416512809245
1,2.155,1.242,0.5012,5.7,46.0,2,6.0,-1.301029996,0.204119983,0.05,1.6,0.0,0.0,1.0,3.850493072,10000.0,1.0,155.197,12.62077651,13.21376393,6.36162037,4.132684889,1.67e-07,0.208333333,0.208333333,11.09986462,0.0,12.96557803,-0.376667636,26.17934196,12.77889057,0.0,40.5,52.0,60.8,6.0,-0.254557431,-0.254557431,-2.048432764,10.0,-3.322393047279507
1,2.28,1.35,1.2,4.0,20.0,3,7.0,-2.301029996,-0.488116639,0.005,0.325,1.903089987,-2.0,0.01,1.73935079,1082.3,1.0,2061.98,114.8413539,31.59433243,2.62305801,64.27726903,4.539543187,0.056865504,-5.572337348,30.33183534,12.21848834,57.78739461,-0.496742377,6.9237372,35.89528683,226.0,52.0,40.5,-7.1,5.99273862,-0.39829863,0.037337328,-2.20398143,4830.0,-3.785156151952302
1,2.115,1.29,-0.38,4.0,40.0,3,7.0,-3.0,0.0,0.001,1.0,1.0,-2.204119983,0.00625,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-4.507239610973163
1,2.487,1.493,-0.04,3.0,45.0,2,6.0,1.0,2.0,10.0,100.0,-0.301029996,-1.0,0.1,4.319730494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-5.221848749616356
1,2.63,1.32,0.4242,7.4,25.0,3,4.0,-3.0,0.301029996,0.001,2.0,0.301029996,-2.0,0.01,5.07058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,160.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-3.550264031812308
1,2.2508,1.1436,1.2,4.0,25.0,3,7.0,-2.0,-0.22184875,0.01,0.6,3.301029996,-1.123957752,0.114,4.879021102,55000.0,0.2,479.391,12.62077651,19.44852521,3.690277778,12.99444315,4.77e-07,0.208333333,-2.738425926,11.09986462,-2.738425926,12.96557803,-0.5050473,12.96557803,24.29722032,226.0,52.0,40.5,107.0,5.99273862,-0.39829863,0.037337328,-2.178396256,0.0,-3.494850021680094
1,2.81,1.063,0.016,4.0,25.0,1,4.0,-3.0,0.0,0.001,1.0,0.477121255,-2.301029996,0.005,6.005395032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,40.5,0.0,11.3319983,-0.744035145,0.211204803,0.0,0.0,-3.2218487496163566
1,2.44,1.397,-0.024,4.0,25.0,3,6.0,-3.0,1.477121255,0.001,30.0,0.0,-1.48148606,0.033,7.773193821,121.16,1.0,121.161,0.0,0.0,0.0,2.872924705,3.343417059,0.189814815,-1.00462963,0.0,4.939814815,5.752853607,-0.480063884,0.0,0.0,0.0,40.5,52.0,-2.5,6.0,-0.254557431,-0.254557431,-1.960760993,75.0,-3.003488327845821
1,2.24,1.325,0.825,4.0,31.0,3,2.6,-1.0,-0.22184875,0.1,0.6,1.903089987,-1.698970004,0.02,1.806179974,10000.0,1.0,111.144,12.62077651,0.0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0.0,12.96557803,-0.319671229,12.96557803,12.77889057,226.0,52.0,40.5,0.4,5.99273862,-0.39829863,0.037337328,-2.048432761,120.0,-2.1249387366083
1,2.579,1.0774,0.0265,4.0,35.0,1,4.4,-2.0,-1.0,0.01,0.1,-0.602059991,-2.301029996,0.005,8.096910013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-3.866461091629783
1,2.433,1.48,0.263,4.5,60.0,3,7.0,-3.0,1.698970004,0.001,50.0,-0.602059991,-2.301029996,0.005,2.096910013,5750.0,0.2,102.133,6.9237372,25.92461228,5.041666667,2.284554637,7.29e-08,0.583333333,0.583333333,0.0,0.0,0.0,-0.376667636,19.82064589,0.0,0.0,40.5,52.0,25.1,6.0,-0.254557431,-0.254557431,-1.504874638,0.0,-3.8796564375619753
1,2.2,1.35,0.086,4.5,25.0,3,7.0,-3.0,-0.301029996,0.001,0.5,1.698970004,-3.204119983,0.000625,0.528273777,58000.0,1.0,111.144,12.62077651,0.0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0.0,12.96557803,-0.319671229,12.96557803,12.77889057,226.0,52.0,40.5,0.4,5.99273862,-0.39829863,0.037337328,-2.048432761,120.0,-3.96657624451305
1,1.9,1.1,-0.0252,4.0,40.0,3,7.0,1.301029996,2.301029996,20.0,200.0,-0.494850022,-0.685193746,0.32,3.237543738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-4.247951552180561
1,2.41,1.43,1.445,5.5,39.4,3,6.0,-0.698970004,0.0,0.2,1.0,-0.602059991,-1.0,0.1,1.193820026,153.18,1.0,153.181,30.66176366,0.0,0.54584845,3.253808597,2.864712197,0.087083333,-0.091878307,6.066367068,6.237682351,0.0,-0.504259893,5.563451492,23.7625527,0.0,40.5,52.0,-1.0,6.0,-0.254557431,-0.254557431,-2.000379653,119.0,-4.369572124974976
1,2.66,1.14,-0.394,6.0,25.0,3,5.0,-1.301029996,-0.22184875,0.05,0.6,2.0,-2.0,0.01,5.53529412,192.12,0.2,192.123,0.0,12.84164325,0.0,3.853986625,4.619312135,1.144212963,-2.738425926,0.0,-2.738425926,0.0,-0.481138775,0.0,0.0,226.0,52.0,40.5,-1.7,5.99273862,-0.39829863,0.037337328,-2.178395123,0.0,-3.45717457304082
1,2.24,1.285,0.17,4.0,31.0,3,7.0,-0.522878745,0.322219295,0.3,2.1,-0.301029996,0.0,1.0,5.096910013,10000.0,1.0,287.268,12.62077651,6.606881965,3.690277778,6.919857351,2.17e-07,0.208333333,-1.417962963,11.09986462,0.0,12.96557803,-0.5050473,12.96557803,24.29722032,0.0,40.5,52.0,6.5,6.0,-0.254557431,-0.254557431,-2.133673375,120.0,-4.5934598195660445
1,2.75,1.32,-0.1226,4.0,25.0,3,7.0,-3.0,-0.096910013,0.001,0.8,3.0,-1.698970004,0.02,4.193820026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-3.4775557664936803
1,2.7432,1.1434,0.1037,4.0,25.0,1,6.4,-2.301029996,-0.522878745,0.005,0.3,0.0,-1.301029996,0.05,4.602059991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-4.2564902352715706
1,2.3,1.341,1.241,4.0,25.0,3,7.0,-2.301029996,-1.0,0.005,0.1,1.698970004,-2.728158393,0.00187,4.806179974,176.12,0.2,176.124,0.0,6.606881965,-0.671342593,2.99698026,2.796067066,0.671342593,-1.417962963,0.0,0.0,0.0,-0.5050473,0.0,11.51832974,226.0,52.0,40.5,-1.6,5.99273862,-0.39829863,0.037337328,-2.133673373,0.0,-3.627087997029893
1,2.263,1.373,-0.397,4.0,25.0,2,6.0,0.0,1.0,1.0,10.0,-0.301029996,-1.301029996,0.05,9.181486291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-3.254144804826271
1,2.29,1.065,0.371,4.0,50.0,3,7.0,-3.0,-0.096910013,0.001,0.8,1.301029996,0.0,1.0,3.765817515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-4.139063379299906
1,2.306,1.424,-0.108,4.0,35.0,3,7.0,-2.0,-1.045757491,0.01,0.09,1.0,-0.522878745,0.3,4.431363764,360.31,1.0,360.312,0.0,0.0,0.0,257.9879062,-5.33e-09,0.0,-1.416666667,0.0,0.0,0.0,-2.0,0.0,0.0,226.0,52.0,40.5,141.0,5.99273862,-0.39829863,0.037337328,0.0,18.0,-2.166151950468852
1,2.19,1.38,-0.225,4.0,30.0,3,4.0,-3.0,1.653212514,0.001,45.0,-1.0,-1.838720586,0.015734,4.255272505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-3.812479279163537
1,2.24,1.285,0.17,4.0,40.0,3,6.0,-3.0,-1.124938737,0.001,0.075,1.113943352,-2.175874166,0.00667,4.959637541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-4.047691990337875
1,2.335,0.966,-0.027,4.0,25.0,3,4.6,-3.0,0.698970004,0.001,5.0,-0.602059991,-1.301029996,0.05,7.070407322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-3.6595558851598815
1,3.025,1.111,0.023,4.0,25.0,1,3.0,0.301029996,1.698970004,2.0,50.0,0.903089987,-0.522878745,0.3,7.903089987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-4.124360062995832
1,1.9,0.91,0.52,3.0,25.0,3,7.0,-0.301029996,0.903089987,0.5,8.0,1.903089987,-0.602059991,0.25,6.0,227.17,1.0,227.172,12.33872767,5.917906046,0.0,3.034495853,2.588799908,0.226435185,-2.397569444,6.076020107,-2.397569444,4.923311049,-0.480795864,0.0,22.26635848,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,-2.268366166,411.0,-4.401209493236885
1,2.507,1.4,-0.04,6.9,60.0,3,6.0,-3.0,-0.346787486,0.001,0.45,0.079181246,-2.585026652,0.0026,5.256477206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-4.3448615651886175
1,2.923,1.094,-0.071,7.4,25.0,2,3.0,-2.0,0.77815125,0.01,6.0,-0.698970004,-1.698970004,0.02,6.255272505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,160.0,40.5,0.0,11.50371352,-0.480086286,0.322470707,0.0,0.0,-2.1088343884168674
1,2.807,1.088,-0.293,4.0,50.0,3,4.0,0.698970004,2.0,5.0,100.0,-0.096910013,0.0,1.0,5.049218023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-5.318758762624412
2,2.662,1.09,-0.27,9.0,25.0,3,7.0,-2.602059991,-1.0,0.0025,0.1,0.0,-1.301029996,0.05,5.122710528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,70.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,-3.508638306165728
2,1.937,0.853,0.78,4.0,42.4,1,6.8,-2.0,-0.22184875,0.01,0.6,0.0,-1.425968732,0.0375,7.096910013,203.36,0.2,203.37,25.68328649,26.17902562,14.79166667,9.47406923,0.0,0.0,0.0,0.0,0.0,0.0,-0.869681492,0.0,0.0,226.0,52.0,45.78,-1.6,5.99273862,-0.39829863,0.037337328,-2.379343722,0.0,-4.38933983691012
1,2.796,1.07,-0.014,3.5,34.6,3,5.0,-2.0,0.0,0.01,1.0,2.84509804,-1.204119983,0.0625,4.773193821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-4.531652669587842
1,2.667,1.177,-0.29,3.8,40.0,3,7.0,0.301029996,1.079181246,2.0,12.0,-1.301029996,-1.397940009,0.04,4.702430536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-5.586700235918748
1,2.75,1.32,0.191,4.0,25.0,3,7.0,-2.301029996,-0.522878745,0.005,0.3,-0.397940009,-1.823908741,0.015,3.528273777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-4.441291429466834
2,2.345,1.39,1.322,6.0,37.0,3,7.0,-0.301029996,0.477121255,0.5,3.0,0.0,-2.273272791,0.00533,4.579017832,176.12,0.2,176.124,0.0,6.606881965,-0.671342593,2.99698026,2.796067066,0.671342593,-1.417962963,0.0,0.0,0.0,-0.5050473,0.0,11.51832974,389.0,160.0,40.5,-1.6,11.50371352,-0.480086286,0.322470707,-2.133673373,0.0,-4.764471553092451
1,2.768,1.127,-0.437,4.0,25.0,3,4.0,-1.0,-0.096910013,0.1,0.8,0.301029996,-1.096910013,0.08,12.52827378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-3.4424927980943423
1,2.667,1.177,-0.29,4.0,25.0,3,7.0,-2.0,0.397940009,0.01,2.5,3.0,-1.602059991,0.025,3.341830057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-4.086186147616283
2,2.81,1.063,0.016,3.8,25.0,1,4.8,-2.301029996,0.0,0.005,1.0,0.6,-2.0,0.01,4.602059991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,40.5,0.0,11.3319983,-0.744035145,0.211204803,0.0,0.0,-4.337242168318426
1,2.67,1.065,0.17,4.0,35.0,3,2.0,0.0,1.0,1.0,10.0,-0.397940009,0.0,1.0,6.903089987,4000.0,1.0,164.208,12.62077651,6.069221313,7.479675926,6.169584122,2.61e-07,0.208333333,0.208333333,17.16908593,0.0,19.04159814,-0.319671229,12.96557803,25.43384636,0.0,40.5,52.0,60.8,6.0,-0.254557431,-0.254557431,-2.048432766,54.0,-4.329754146925876
1,2.28,1.35,1.2,4.0,25.0,3,7.0,-2.0,-0.301029996,0.01,0.5,2.882524538,-1.84436975,1.0034,1.924279286,192.12,0.2,258.069,0.0,5.969305288,0.0,11.45982806,-2.4e-07,0.0,-2.974537037,0.0,-2.974537037,24.78025382,-0.550041816,0.0,0.0,226.0,52.0,40.5,141.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-2.899629454882437
2,2.095,1.35,0.5016,4.5,25.0,3,7.0,-2.0,0.0,0.01,1.0,0.0,-2.301029996,0.005,3.341830057,80000.0,0.2,111.144,12.62077651,0.0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0.0,12.96557803,-0.319671229,12.96557803,12.77889057,226.0,52.0,40.5,0.4,5.99273862,-0.39829863,0.037337328,-2.048432761,0.0,-3.514420523015321
1,2.75,1.32,-0.0748,7.4,25.0,3,7.0,-3.0,0.397940009,0.001,2.5,-2.301029996,1.066946791,11.6666667,4.806179974,10000.0,1.0,146.19,19.38639965,0.0,0.60351096,5.196604357,3.214876897,0.52037037,-0.933313492,0.0,10.41949405,0.0,-0.480086448,12.84164325,0.0,0.0,883.0,40.5,-3.0,11.3319983,-0.744035145,0.211204803,-2.030406644,106.0,-3.3467874862246565
1,2.724,1.07,-0.119,4.0,40.0,3,7.0,-3.0,1.204119983,0.001,16.0,-0.494850022,-1.397940009,0.04,6.903089987,20000.0,0.2,106.121,0.0,26.42752786,1.75,5.88,1.05e-07,0.125,-0.125,0.0,0.0,0.0,-0.393990542,13.21376393,0.0,0.0,40.5,52.0,53.0,6.0,-0.254557431,-0.254557431,-1.699066797,0.0,-4.111259039317107
2,2.807,1.088,-0.293,4.0,30.0,3,4.0,-1.301029996,-0.455931956,0.05,0.35,0.0,-0.124938737,0.75,1.806179974,110.1,1.0,110.112,12.13273414,0.0,0.0,1.738120536,3.134861511,0.076388889,-0.076388889,12.13273414,0.0,0.0,-0.504260125,0.0,24.26546827,226.0,52.0,40.5,0.9,5.99273862,-0.39829863,0.037337328,-1.906362789,62.0,-3.805485658117533
2,2.724,1.073,-0.054,5.0,35.0,3,6.0,-1.301029996,-0.301029996,0.05,0.5,0.0,-1.698970004,0.02,8.991226076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-1.6635402661514704
1,2.2654,1.2468,1.125,4.0,28.6,3,7.0,-2.0,-0.22184875,0.01,0.6,3.301029996,-1.384163751,0.076,1.55554182,55000.0,0.2,287.268,12.62077651,6.606881965,3.690277778,6.919857351,2.17e-07,0.208333333,-1.417962963,11.09986462,0.0,12.96557803,-0.5050473,12.96557803,24.29722032,226.0,52.0,40.5,59.55780163,5.99273862,-0.39829863,0.037337328,-2.133673375,0.0,-3.2006594505464183
1,2.939,1.143,-0.254,4.0,25.0,2,4.0,-3.0,-0.853871964,0.001,0.14,-0.698970004,0.698970004,5.0,6.556302501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-4.995678626217358
1,2.535,1.095,-0.595,3.0,30.0,3,7.0,-2.0,-0.045757491,0.01,0.9,-0.522878745,-0.698970004,0.2,1.590599095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-2.563837352959244
2,2.63,1.32,0.955,3.6,25.0,3,4.0,-2.0,-1.187086643,0.01,0.065,-0.920818754,-2.777283529,0.00167,8.62518379,282.47,0.2,282.468,32.10410811,0.0,2.25882859,16.26491488,3.066157801,0.331506779,-0.664233856,0.0,0.0,6.420821623,-0.48123039,12.84164325,12.15204021,389.0,160.0,52.0,6.5,11.50371352,-0.480086286,0.322470707,-1.987595192,0.0,-3.380176499542722
1,2.255,1.348,0.975,5.7,41.0,3,7.0,-1.4,-0.175885214,0.064,0.914,0.339794001,-0.665811744,0.325,1.193820026,192.12,1.0,192.123,0.0,12.84164325,0.0,3.853986625,4.619312135,1.144212963,-2.738425926,0.0,-2.738425926,0.0,-0.481138775,0.0,0.0,226.0,52.0,40.5,-1.7,5.99273862,-0.39829863,0.037337328,-2.178395123,227.0,-4.429457060118103
1,2.757,1.071,-0.05,4.6,25.0,3,7.0,-3.0,-4.0,0.0,0.0001,0.562292864,-1.698970004,0.02,1.027268042,153.18,1.0,153.181,30.66176366,0.0,0.54584845,3.253808597,2.864712197,0.087083333,-0.091878307,6.066367068,6.237682351,0.0,-0.504259893,5.563451492,23.7625527,0.0,40.5,52.0,-1.0,6.0,-0.254557431,-0.254557431,-2.000379653,119.0,-3.621602099051864
1,2.796,1.07,-0.014,4.0,29.0,3,7.0,-1.096910013,-0.494850022,0.08,0.32,2.994317153,-1.0,0.1,4.632204133,60.1,0.2,60.1,0.0,0.0,1.194444444,2.92,1.974744871,0.597222222,0.597222222,0.0,9.805555556,13.08951281,-0.329216191,0.0,0.0,226.0,52.0,40.5,-1.4,5.99273862,-0.39829863,0.037337328,-1.715708841,0.0,-5.013228265733755
1,2.7826,1.1878,-0.215,3.6,25.0,1,7.0,-2.0,-0.886056648,0.01,0.13,0.477121255,-1.07918142,0.0833333,7.176091259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,52.0,0.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-4.552841968657781
1,2.75,1.32,-0.2914,3.8,45.0,3,7.0,0.0,0.77815125,1.0,6.0,-0.698970004,-0.522878745,0.3,4.431363764,390.3,1.0,648.423,56.58281356,5.969305288,0.0,13.64973917,3.14e-07,0.0,-2.974537037,24.26546827,-1.108588435,57.80650822,-0.550041816,32.31734529,70.78474251,0.0,40.5,52.0,97.01848342,6.0,-0.254557431,-0.254557431,0.0,735.0,-4.809668301829708
2,2.497,1.483,1.608,6.0,20.0,3,7.0,-2.561235995,-0.881342786,0.0056,0.146,0.0,-4.301029996,5e-05,5.334115835,364.45,1.0,364.456,12.84164325,27.68777235,3.625283579,16.8044325,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.483030858,0.0,164.8,51.44,47.4,0.0,10.41862355,-0.504259893,0.320315522,-2.230981606,181.0,2.21792240418928
2,2.28,1.35,1.2,5.0,48.0,3,7.0,-2.0,-0.602059991,0.01,0.25,0.0,0.291812687,1.958,1.55554182,200000.0,1.0,1526.464,0.0,114.9064619,-8.243531947,37.20013474,0.793726068,0.761515214,-2.041621939,0.0,50.204495,0.0,-0.452875707,7.109797541,0.0,135.6,47.4,45.1,-21.4,10.5324452,-0.5050473,0.377497234,-2.508322462,2630.0,-3.277366077466188
1,2.75,1.32,-0.3048,3.8,45.0,3,7.0,0.0,0.77815125,1.0,6.0,-0.698970004,-0.522878745,0.3,3.528273777,192.12,0.2,258.069,0.0,5.969305288,0.0,11.45982806,-2.4e-07,0.0,-2.974537037,0.0,-2.974537037,24.78025382,-0.550041816,0.0,0.0,0.0,40.5,52.0,141.0,6.0,-0.254557431,-0.254557431,0.0,0.0,-4.7594507517174005
1,2.54,1.51,1.69,4.5,25.0,3,7.0,-3.0,-0.397940009,0.001,0.4,0.77815125,-0.621547679,0.4804,3.903089987,1135.0,1.0,1134.987,0.0,46.24817375,-7.327317349,26.02905323,1.076405941,1.046759621,-2.207173404,0.0,0.0,0.0,-0.393566318,0.0,0.0,226.0,52.0,40.5,-15.0,5.99273862,-0.39829863,0.037337328,-2.495559109,1480.0,-2.835647144215563
1,1.965,1.302,0.85,4.0,45.0,3,7.0,-1.0,-0.096910013,0.1,0.8,1.698970004,-1.609257183,0.14040768,5.709269961,1526.5,1.0,1526.464,0.0,114.9064619,-8.243531947,37.20013474,0.793726068,0.761515214,-2.041621939,0.0,50.204495,0.0,-0.452875707,7.109797541,0.0,226.0,52.0,40.5,-21.4,5.99273862,-0.39829863,0.037337328,-2.508322462,2630.0,-4.85078088734462
1,2.796,1.07,-0.014,5.0,43.0,3,7.0,-0.397940009,0.301029996,0.4,2.0,2.397940009,-1.732828272,0.0185,6.903089987,790.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.199176983,5.99273862,-0.39829863,0.037337328,0.0,0.0,-6.767003889607846
1,2.739,1.06,0.006,5.0,45.0,3,7.0,0.0,0.903089987,1.0,8.0,1.698970004,0.0,1.0,7.193820026,200.0,0.2,44.053,0.0,13.21376393,2.0,0.206165084,2.25,1.0,1.0,0.0,0.0,0.0,-0.376667636,13.21376393,0.0,0.0,40.5,52.0,-0.1,6.0,-0.254557431,-0.254557431,-1.241764757,0.0,-4.323306390375134
1,2.507,1.4,-0.04,6.9,60.0,3,6.0,-0.397940009,0.322219295,0.4,2.1,-0.853871964,-2.585026652,0.0026,5.256477206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,52.0,40.5,0.0,5.99273862,-0.39829863,0.037337328,0.0,0.0,-4.3655227298392685
